lambda,dlambda,enthalpy
9.929303e-01,-1.314547e-05,-3.189374e+01
9.929171e-01,-1.314513e-05,-3.189374e+01
9.929040e-01,-1.314478e-05,-3.189374e+01
9.928908e-01,-1.314443e-05,-3.189375e+01
9.928777e-01,-1.314408e-05,-3.189375e+01
9.928645e-01,-1.314373e-05,-3.189375e+01
9.928514e-01,-1.314339e-05,-3.189376e+01
9.928383e-01,-1.314304e-05,-3.189376e+01
9.928251e-01,-1.314269e-05,-3.189377e+01
9.928120e-01,-1.314234e-05,-3.189377e+01
9.927988e-01,-1.314199e-05,-3.189378e+01
9.927857e-01,-1.314165e-05,-3.189378e+01
9.927725e-01,-1.314130e-05,-3.189379e+01
9.927594e-01,-1.314095e-05,-3.189379e+01
9.927463e-01,-1.314060e-05,-3.189379e+01
9.927331e-01,-1.314025e-05,-3.189379e+01
9.927200e-01,-1.313991e-05,-3.189379e+01
9.927068e-01,-1.313956e-05,-3.189379e+01
9.926937e-01,-1.313921e-05,-3.189379e+01
9.926806e-01,-1.313886e-05,-3.189378e+01
9.926674e-01,-1.313851e-05,-3.189378e+01
9.926543e-01,-1.313817e-05,-3.189377e+01
9.926411e-01,-1.313782e-05,-3.189376e+01
9.926280e-01,-1.313747e-05,-3.189374e+01
9.926149e-01,-1.313712e-05,-3.189373e+01
9.926017e-01,-1.313678e-05,-3.189371e+01
9.925886e-01,-1.313643e-05,-3.189369e+01
9.925755e-01,-1.313608e-05,-3.189367e+01
9.925623e-01,-1.313573e-05,-3.189365e+01
9.925492e-01,-1.313539e-05,-3.189363e+01
9.925361e-01,-1.313504e-05,-3.189360e+01
9.925229e-01,-1.313469e-05,-3.189357e+01
9.925098e-01,-1.313434e-05,-3.189354e+01
9.924967e-01,-1.313399e-05,-3.189351e+01
9.924835e-01,-1.313365e-05,-3.189347e+01
9.924704e-01,-1.313330e-05,-3.189344e+01
9.924572e-01,-1.313295e-05,-3.189340e+01
9.924441e-01,-1.313260e-05,-3.189336e+01
9.924310e-01,-1.313226e-05,-3.189332e+01
9.924179e-01,-1.313191e-05,-3.189328e+01
9.924047e-01,-1.313156e-05,-3.189324e+01
9.923916e-01,-1.313121e-05,-3.189320e+01
9.923785e-01,-1.313087e-05,-3.189315e+01
9.923653e-01,-1.313052e-05,-3.189311e+01
9.923522e-01,-1.313017e-05,-3.189307e+01
9.923391e-01,-1.312982e-05,-3.189302e+01
9.923259e-01,-1.312948e-05,-3.189298e+01
9.923128e-01,-1.312913e-05,-3.189293e+01
9.922997e-01,-1.312878e-05,-3.189289e+01
9.922865e-01,-1.312843e-05,-3.189284e+01
9.922734e-01,-1.312809e-05,-3.189280e+01
9.922603e-01,-1.312774e-05,-3.189276e+01
9.922472e-01,-1.312739e-05,-3.189272e+01
9.922340e-01,-1.312705e-05,-3.189268e+01
9.922209e-01,-1.312670e-05,-3.189264e+01
9.922078e-01,-1.312635e-05,-3.189260e+01
9.921947e-01,-1.312600e-05,-3.189257e+01
9.921815e-01,-1.312566e-05,-3.189253e+01
9.921684e-01,-1.312531e-05,-3.189250e+01
9.921553e-01,-1.312496e-05,-3.189247e+01
9.921422e-01,-1.312461e-05,-3.189245e+01
9.921290e-01,-1.312427e-05,-3.189242e+01
9.921159e-01,-1.312392e-05,-3.189240e+01
9.921028e-01,-1.312357e-05,-3.189238e+01
9.920897e-01,-1.312323e-05,-3.189237e+01
9.920765e-01,-1.312288e-05,-3.189235e+01
9.920634e-01,-1.312253e-05,-3.189234e+01
9.920503e-01,-1.312218e-05,-3.189234e+01
9.920372e-01,-1.312184e-05,-3.189233e+01
9.920240e-01,-1.312149e-05,-3.189233e+01
9.920109e-01,-1.312114e-05,-3.189233e+01
9.919978e-01,-1.312080e-05,-3.189234e+01
9.919847e-01,-1.312045e-05,-3.189235e+01
9.919716e-01,-1.312010e-05,-3.189236e+01
9.919584e-01,-1.311975e-05,-3.189238e+01
9.919453e-01,-1.311941e-05,-3.189240e+01
9.919322e-01,-1.311906e-05,-3.189242e+01
9.919191e-01,-1.311871e-05,-3.189245e+01
9.919060e-01,-1.311837e-05,-3.189248e+01
9.918928e-01,-1.311802e-05,-3.189251e+01
9.918797e-01,-1.311767e-05,-3.189254e+01
9.918666e-01,-1.311733e-05,-3.189258e+01
9.918535e-01,-1.311698e-05,-3.189262e+01
9.918404e-01,-1.311663e-05,-3.189266e+01
9.918273e-01,-1.311628e-05,-3.189271e+01
9.918141e-01,-1.311594e-05,-3.189275e+01
9.918010e-01,-1.311559e-05,-3.189280e+01
9.917879e-01,-1.311524e-05,-3.189285e+01
9.917748e-01,-1.311490e-05,-3.189290e+01
9.917617e-01,-1.311455e-05,-3.189295e+01
9.917486e-01,-1.311420e-05,-3.189300e+01
9.917355e-01,-1.311386e-05,-3.189305e+01
9.917223e-01,-1.311351e-05,-3.189311e+01
9.917092e-01,-1.311316e-05,-3.189316e+01
9.916961e-01,-1.311282e-05,-3.189321e+01
9.916830e-01,-1.311247e-05,-3.189327e+01
9.916699e-01,-1.311212e-05,-3.189332e+01
9.916568e-01,-1.311178e-05,-3.189337e+01
9.916437e-01,-1.311143e-05,-3.189342e+01
9.916306e-01,-1.311108e-05,-3.189347e+01
9.916174e-01,-1.311074e-05,-3.189352e+01
9.916043e-01,-1.311039e-05,-3.189357e+01
9.915912e-01,-1.311004e-05,-3.189362e+01
9.915781e-01,-1.310970e-05,-3.189366e+01
9.915650e-01,-1.310935e-05,-3.189370e+01
9.915519e-01,-1.310900e-05,-3.189375e+01
9.915388e-01,-1.310866e-05,-3.189378e+01
9.915257e-01,-1.310831e-05,-3.189382e+01
9.915126e-01,-1.310796e-05,-3.189386e+01
9.914995e-01,-1.310762e-05,-3.189389e+01
9.914864e-01,-1.310727e-05,-3.189393e+01
9.914732e-01,-1.310692e-05,-3.189396e+01
9.914601e-01,-1.310658e-05,-3.189399e+01
9.914470e-01,-1.310623e-05,-3.189401e+01
9.914339e-01,-1.310588e-05,-3.189404e+01
9.914208e-01,-1.310554e-05,-3.189406e+01
9.914077e-01,-1.310519e-05,-3.189409e+01
9.913946e-01,-1.310484e-05,-3.189411e+01
9.913815e-01,-1.310450e-05,-3.189413e+01
9.913684e-01,-1.310415e-05,-3.189414e+01
9.913553e-01,-1.310380e-05,-3.189416e+01
9.913422e-01,-1.310346e-05,-3.189418e+01
9.913291e-01,-1.310311e-05,-3.189419e+01
9.913160e-01,-1.310277e-05,-3.189420e+01
9.913029e-01,-1.310242e-05,-3.189422e+01
9.912898e-01,-1.310207e-05,-3.189423e+01
9.912767e-01,-1.310173e-05,-3.189424e+01
9.912636e-01,-1.310138e-05,-3.189425e+01
9.912505e-01,-1.310103e-05,-3.189426e+01
9.912374e-01,-1.310069e-05,-3.189427e+01
9.912243e-01,-1.310034e-05,-3.189428e+01
9.912112e-01,-1.309999e-05,-3.189429e+01
9.911981e-01,-1.309965e-05,-3.189430e+01
9.911850e-01,-1.309930e-05,-3.189431e+01
9.911719e-01,-1.309896e-05,-3.189432e+01
9.911588e-01,-1.309861e-05,-3.189432e+01
9.911457e-01,-1.309826e-05,-3.189433e+01
9.911326e-01,-1.309792e-05,-3.189434e+01
9.911195e-01,-1.309757e-05,-3.189435e+01
9.911064e-01,-1.309722e-05,-3.189436e+01
9.910933e-01,-1.309688e-05,-3.189437e+01
9.910802e-01,-1.309653e-05,-3.189438e+01
9.910671e-01,-1.309619e-05,-3.189439e+01
9.910540e-01,-1.309584e-05,-3.189440e+01
9.910409e-01,-1.309549e-05,-3.189441e+01
9.910278e-01,-1.309515e-05,-3.189442e+01
9.910147e-01,-1.309480e-05,-3.189443e+01
9.910016e-01,-1.309446e-05,-3.189444e+01
9.909885e-01,-1.309411e-05,-3.189445e+01
9.909754e-01,-1.309376e-05,-3.189446e+01
9.909623e-01,-1.309342e-05,-3.189447e+01
9.909492e-01,-1.309307e-05,-3.189447e+01
9.909361e-01,-1.309273e-05,-3.189448e+01
9.909231e-01,-1.309238e-05,-3.189449e+01
9.909100e-01,-1.309203e-05,-3.189450e+01
9.908969e-01,-1.309169e-05,-3.189451e+01
9.908838e-01,-1.309134e-05,-3.189451e+01
9.908707e-01,-1.309100e-05,-3.189452e+01
9.908576e-01,-1.309065e-05,-3.189452e+01
9.908445e-01,-1.309030e-05,-3.189453e+01
9.908314e-01,-1.308996e-05,-3.189453e+01
9.908183e-01,-1.308961e-05,-3.189453e+01
9.908052e-01,-1.308927e-05,-3.189453e+01
9.907921e-01,-1.308892e-05,-3.189453e+01
9.907791e-01,-1.308858e-05,-3.189453e+01
9.907660e-01,-1.308823e-05,-3.189453e+01
9.907529e-01,-1.308788e-05,-3.189452e+01
9.907398e-01,-1.308754e-05,-3.189452e+01
9.907267e-01,-1.308719e-05,-3.189451e+01
9.907136e-01,-1.308685e-05,-3.189451e+01
9.907005e-01,-1.308650e-05,-3.189450e+01
9.906874e-01,-1.308615e-05,-3.189449e+01
9.906744e-01,-1.308581e-05,-3.189448e+01
9.906613e-01,-1.308546e-05,-3.189447e+01
9.906482e-01,-1.308512e-05,-3.189446e+01
9.906351e-01,-1.308477e-05,-3.189445e+01
9.906220e-01,-1.308443e-05,-3.189443e+01
9.906089e-01,-1.308408e-05,-3.189442e+01
9.905958e-01,-1.308374e-05,-3.189441e+01
9.905828e-01,-1.308339e-05,-3.189439e+01
9.905697e-01,-1.308304e-05,-3.189438e+01
9.905566e-01,-1.308270e-05,-3.189436e+01
9.905435e-01,-1.308235e-05,-3.189435e+01
9.905304e-01,-1.308201e-05,-3.189433e+01
9.905174e-01,-1.308166e-05,-3.189432e+01
9.905043e-01,-1.308132e-05,-3.189430e+01
9.904912e-01,-1.308097e-05,-3.189429e+01
9.904781e-01,-1.308063e-05,-3.189427e+01
9.904650e-01,-1.308028e-05,-3.189426e+01
9.904519e-01,-1.307993e-05,-3.189424e+01
9.904389e-01,-1.307959e-05,-3.189423e+01
9.904258e-01,-1.307924e-05,-3.189422e+01
9.904127e-01,-1.307890e-05,-3.189420e+01
9.903996e-01,-1.307855e-05,-3.189419e+01
9.903866e-01,-1.307821e-05,-3.189418e+01
9.903735e-01,-1.307786e-05,-3.189416e+01
9.903604e-01,-1.307752e-05,-3.189415e+01
9.903473e-01,-1.307717e-05,-3.189414e+01
9.903342e-01,-1.307683e-05,-3.189413e+01
9.903212e-01,-1.307648e-05,-3.189411e+01
9.903081e-01,-1.307613e-05,-3.189410e+01
9.902950e-01,-1.307579e-05,-3.189409e+01
9.902819e-01,-1.307544e-05,-3.189408e+01
9.902689e-01,-1.307510e-05,-3.189407e+01
9.902558e-01,-1.307475e-05,-3.189406e+01
9.902427e-01,-1.307441e-05,-3.189405e+01
9.902296e-01,-1.307406e-05,-3.189404e+01
9.902166e-01,-1.307372e-05,-3.189404e+01
9.902035e-01,-1.307337e-05,-3.189403e+01
9.901904e-01,-1.307303e-05,-3.189402e+01
9.901773e-01,-1.307268e-05,-3.189402e+01
9.901643e-01,-1.307234e-05,-3.189401e+01
9.901512e-01,-1.307199e-05,-3.189400e+01
9.901381e-01,-1.307165e-05,-3.189400e+01
9.901251e-01,-1.307130e-05,-3.189399e+01
9.901120e-01,-1.307096e-05,-3.189399e+01
9.900989e-01,-1.307061e-05,-3.189399e+01
9.900858e-01,-1.307027e-05,-3.189399e+01
9.900728e-01,-1.306992e-05,-3.189398e+01
9.900597e-01,-1.306958e-05,-3.189398e+01
9.900466e-01,-1.306923e-05,-3.189398e+01
9.900336e-01,-1.306889e-05,-3.189398e+01
9.900205e-01,-1.306854e-05,-3.189398e+01
9.900074e-01,-1.306820e-05,-3.189399e+01
9.899944e-01,-1.306785e-05,-3.189399e+01
9.899813e-01,-1.306751e-05,-3.189399e+01
9.899682e-01,-1.306716e-05,-3.189399e+01
9.899552e-01,-1.306682e-05,-3.189400e+01
9.899421e-01,-1.306647e-05,-3.189400e+01
9.899290e-01,-1.306613e-05,-3.189401e+01
9.899160e-01,-1.306578e-05,-3.189401e+01
9.899029e-01,-1.306544e-05,-3.189402e+01
9.898898e-01,-1.306509e-05,-3.189402e+01
9.898768e-01,-1.306475e-05,-3.189403e+01
9.898637e-01,-1.306440e-05,-3.189404e+01
9.898506e-01,-1.306406e-05,-3.189405e+01
9.898376e-01,-1.306371e-05,-3.189406e+01
9.898245e-01,-1.306337e-05,-3.189406e+01
9.898114e-01,-1.306302e-05,-3.189407e+01
9.897984e-01,-1.306268e-05,-3.189408e+01
9.897853e-01,-1.306233e-05,-3.189409e+01
9.897723e-01,-1.306199e-05,-3.189410e+01
9.897592e-01,-1.306164e-05,-3.189411e+01
9.897461e-01,-1.306130e-05,-3.189413e+01
9.897331e-01,-1.306095e-05,-3.189414e+01
9.897200e-01,-1.306061e-05,-3.189415e+01
9.897069e-01,-1.306026e-05,-3.189416e+01
9.896939e-01,-1.305992e-05,-3.189417e+01
9.896808e-01,-1.305958e-05,-3.189418e+01
9.896678e-01,-1.305923e-05,-3.189419e+01
9.896547e-01,-1.305889e-05,-3.189420e+01
9.896416e-01,-1.305854e-05,-3.189421e+01
9.896286e-01,-1.305820e-05,-3.189422e+01
9.896155e-01,-1.305785e-05,-3.189424e+01
9.896025e-01,-1.305751e-05,-3.189425e+01
9.895894e-01,-1.305716e-05,-3.189426e+01
9.895764e-01,-1.305682e-05,-3.189427e+01
9.895633e-01,-1.305647e-05,-3.189428e+01
9.895502e-01,-1.305613e-05,-3.189428e+01
9.895372e-01,-1.305578e-05,-3.189429e+01
9.895241e-01,-1.305544e-05,-3.189430e+01
9.895111e-01,-1.305510e-05,-3.189431e+01
9.894980e-01,-1.305475e-05,-3.189432e+01
9.894850e-01,-1.305441e-05,-3.189433e+01
9.894719e-01,-1.305406e-05,-3.189434e+01
9.894589e-01,-1.305372e-05,-3.189435e+01
9.894458e-01,-1.305337e-05,-3.189436e+01
9.894328e-01,-1.305303e-05,-3.189437e+01
9.894197e-01,-1.305268e-05,-3.189438e+01
9.894066e-01,-1.305234e-05,-3.189439e+01
9.893936e-01,-1.305200e-05,-3.189440e+01
9.893805e-01,-1.305165e-05,-3.189442e+01
9.893675e-01,-1.305131e-05,-3.189443e+01
9.893544e-01,-1.305096e-05,-3.189444e+01
9.893414e-01,-1.305062e-05,-3.189445e+01
9.893283e-01,-1.305027e-05,-3.189447e+01
9.893153e-01,-1.304993e-05,-3.189448e+01
9.893022e-01,-1.304959e-05,-3.189449e+01
9.892892e-01,-1.304924e-05,-3.189451e+01
9.892761e-01,-1.304890e-05,-3.189452e+01
9.892631e-01,-1.304855e-05,-3.189454e+01
9.892500e-01,-1.304821e-05,-3.189455e+01
9.892370e-01,-1.304786e-05,-3.189457e+01
9.892239e-01,-1.304752e-05,-3.189458e+01
9.892109e-01,-1.304718e-05,-3.189460e+01
9.891979e-01,-1.304683e-05,-3.189462e+01
9.891848e-01,-1.304649e-05,-3.189463e+01
9.891718e-01,-1.304614e-05,-3.189465e+01
9.891587e-01,-1.304580e-05,-3.189466e+01
9.891457e-01,-1.304546e-05,-3.189468e+01
9.891326e-01,-1.304511e-05,-3.189469e+01
9.891196e-01,-1.304477e-05,-3.189471e+01
9.891065e-01,-1.304442e-05,-3.189472e+01
9.890935e-01,-1.304408e-05,-3.189473e+01
9.890804e-01,-1.304373e-05,-3.189475e+01
9.890674e-01,-1.304339e-05,-3.189476e+01
9.890544e-01,-1.304305e-05,-3.189477e+01
9.890413e-01,-1.304270e-05,-3.189478e+01
9.890283e-01,-1.304236e-05,-3.189479e+01
9.890152e-01,-1.304201e-05,-3.189480e+01
9.890022e-01,-1.304167e-05,-3.189480e+01
9.889891e-01,-1.304133e-05,-3.189481e+01
9.889761e-01,-1.304098e-05,-3.189482e+01
9.889631e-01,-1.304064e-05,-3.189482e+01
9.889500e-01,-1.304030e-05,-3.189482e+01
9.889370e-01,-1.303995e-05,-3.189483e+01
9.889239e-01,-1.303961e-05,-3.189483e+01
9.889109e-01,-1.303926e-05,-3.189483e+01
9.888979e-01,-1.303892e-05,-3.189482e+01
9.888848e-01,-1.303858e-05,-3.189482e+01
9.888718e-01,-1.303823e-05,-3.189482e+01
9.888587e-01,-1.303789e-05,-3.189481e+01
9.888457e-01,-1.303754e-05,-3.189481e+01
9.888327e-01,-1.303720e-05,-3.189480e+01
9.888196e-01,-1.303686e-05,-3.189479e+01
9.888066e-01,-1.303651e-05,-3.189479e+01
9.887936e-01,-1.303617e-05,-3.189478e+01
9.887805e-01,-1.303583e-05,-3.189477e+01
9.887675e-01,-1.303548e-05,-3.189476e+01
9.887545e-01,-1.303514e-05,-3.189475e+01
9.887414e-01,-1.303479e-05,-3.189474e+01
9.887284e-01,-1.303445e-05,-3.189473e+01
9.887153e-01,-1.303411e-05,-3.189472e+01
9.887023e-01,-1.303376e-05,-3.189471e+01
9.886893e-01,-1.303342e-05,-3.189470e+01
9.886762e-01,-1.303308e-05,-3.189469e+01
9.886632e-01,-1.303273e-05,-3.189468e+01
9.886502e-01,-1.303239e-05,-3.189467e+01
9.886372e-01,-1.303205e-05,-3.189466e+01
9.886241e-01,-1.303170e-05,-3.189466e+01
9.886111e-01,-1.303136e-05,-3.189465e+01
9.885981e-01,-1.303101e-05,-3.189465e+01
9.885850e-01,-1.303067e-05,-3.189465e+01
9.885720e-01,-1.303033e-05,-3.189465e+01
9.885590e-01,-1.302998e-05,-3.189465e+01
9.885459e-01,-1.302964e-05,-3.189465e+01
9.885329e-01,-1.302930e-05,-3.189465e+01
9.885199e-01,-1.302895e-05,-3.189466e+01
9.885068e-01,-1.302861e-05,-3.189467e+01
9.884938e-01,-1.302827e-05,-3.189468e+01
9.884808e-01,-1.302792e-05,-3.189469e+01
9.884678e-01,-1.302758e-05,-3.189471e+01
9.884547e-01,-1.302724e-05,-3.189473e+01
9.884417e-01,-1.302689e-05,-3.189475e+01
9.884287e-01,-1.302655e-05,-3.189477e+01
9.884157e-01,-1.302621e-05,-3.189479e+01
9.884026e-01,-1.302586e-05,-3.189482e+01
9.883896e-01,-1.302552e-05,-3.189484e+01
9.883766e-01,-1.302518e-05,-3.189487e+01
9.883636e-01,-1.302483e-05,-3.189490e+01
9.883505e-01,-1.302449e-05,-3.189493e+01
9.883375e-01,-1.302415e-05,-3.189496e+01
9.883245e-01,-1.302380e-05,-3.189500e+01
9.883115e-01,-1.302346e-05,-3.189503e+01
9.882984e-01,-1.302312e-05,-3.189507e+01
9.882854e-01,-1.302277e-05,-3.189510e+01
9.882724e-01,-1.302243e-05,-3.189514e+01
9.882594e-01,-1.302209e-05,-3.189517e+01
9.882463e-01,-1.302174e-05,-3.189521e+01
9.882333e-01,-1.302140e-05,-3.189524e+01
9.882203e-01,-1.302106e-05,-3.189527e+01
9.882073e-01,-1.302071e-05,-3.189531e+01
9.881943e-01,-1.302037e-05,-3.189534e+01
9.881812e-01,-1.302003e-05,-3.189537e+01
9.881682e-01,-1.301969e-05,-3.189540e+01
9.881552e-01,-1.301934e-05,-3.189542e+01
9.881422e-01,-1.301900e-05,-3.189545e+01
9.881292e-01,-1.301866e-05,-3.189547e+01
9.881161e-01,-1.301831e-05,-3.189549e+01
9.881031e-01,-1.301797e-05,-3.189551e+01
9.880901e-01,-1.301763e-05,-3.189553e+01
9.880771e-01,-1.301728e-05,-3.189554e+01
9.880641e-01,-1.301694e-05,-3.189556e+01
9.880510e-01,-1.301660e-05,-3.189557e+01
9.880380e-01,-1.301626e-05,-3.189558e+01
9.880250e-01,-1.301591e-05,-3.189558e+01
9.880120e-01,-1.301557e-05,-3.189559e+01
9.879990e-01,-1.301523e-05,-3.189559e+01
9.879860e-01,-1.301488e-05,-3.189559e+01
9.879730e-01,-1.301454e-05,-3.189559e+01
9.879599e-01,-1.301420e-05,-3.189559e+01
9.879469e-01,-1.301386e-05,-3.189558e+01
9.879339e-01,-1.301351e-05,-3.189558e+01
9.879209e-01,-1.301317e-05,-3.189557e+01
9.879079e-01,-1.301283e-05,-3.189556e+01
9.878949e-01,-1.301248e-05,-3.189555e+01
9.878819e-01,-1.301214e-05,-3.189554e+01
9.878688e-01,-1.301180e-05,-3.189553e+01
9.878558e-01,-1.301146e-05,-3.189552e+01
9.878428e-01,-1.301111e-05,-3.189551e+01
9.878298e-01,-1.301077e-05,-3.189549e+01
9.878168e-01,-1.301043e-05,-3.189548e+01
9.878038e-01,-1.301008e-05,-3.189547e+01
9.877908e-01,-1.300974e-05,-3.189546e+01
9.877778e-01,-1.300940e-05,-3.189544e+01
9.877648e-01,-1.300906e-05,-3.189543e+01
9.877518e-01,-1.300871e-05,-3.189542e+01
9.877387e-01,-1.300837e-05,-3.189541e+01
9.877257e-01,-1.300803e-05,-3.189539e+01
9.877127e-01,-1.300769e-05,-3.189538e+01
9.876997e-01,-1.300734e-05,-3.189537e+01
9.876867e-01,-1.300700e-05,-3.189536e+01
9.876737e-01,-1.300666e-05,-3.189535e+01
9.876607e-01,-1.300632e-05,-3.189534e+01
9.876477e-01,-1.300597e-05,-3.189533e+01
9.876347e-01,-1.300563e-05,-3.189532e+01
9.876217e-01,-1.300529e-05,-3.189531e+01
9.876087e-01,-1.300495e-05,-3.189530e+01
9.875957e-01,-1.300460e-05,-3.189530e+01
9.875827e-01,-1.300426e-05,-3.189529e+01
9.875697e-01,-1.300392e-05,-3.189528e+01
9.875567e-01,-1.300358e-05,-3.189528e+01
9.875437e-01,-1.300323e-05,-3.189527e+01
9.875307e-01,-1.300289e-05,-3.189527e+01
9.875177e-01,-1.300255e-05,-3.189526e+01
9.875046e-01,-1.300221e-05,-3.189526e+01
9.874916e-01,-1.300186e-05,-3.189525e+01
9.874786e-01,-1.300152e-05,-3.189525e+01
9.874656e-01,-1.300118e-05,-3.189525e+01
9.874526e-01,-1.300084e-05,-3.189524e+01
9.874396e-01,-1.300049e-05,-3.189524e+01
9.874266e-01,-1.300015e-05,-3.189524e+01
9.874136e-01,-1.299981e-05,-3.189523e+01
9.874006e-01,-1.299947e-05,-3.189523e+01
9.873876e-01,-1.299912e-05,-3.189523e+01
9.873746e-01,-1.299878e-05,-3.189522e+01
9.873616e-01,-1.299844e-05,-3.189522e+01
9.873486e-01,-1.299810e-05,-3.189522e+01
9.873356e-01,-1.299776e-05,-3.189521e+01
9.873227e-01,-1.299741e-05,-3.189521e+01
9.873097e-01,-1.299707e-05,-3.189520e+01
9.872967e-01,-1.299673e-05,-3.189520e+01
9.872837e-01,-1.299639e-05,-3.189519e+01
9.872707e-01,-1.299604e-05,-3.189519e+01
9.872577e-01,-1.299570e-05,-3.189518e+01
9.872447e-01,-1.299536e-05,-3.189517e+01
9.872317e-01,-1.299502e-05,-3.189517e+01
9.872187e-01,-1.299468e-05,-3.189516e+01
9.872057e-01,-1.299433e-05,-3.189515e+01
9.871927e-01,-1.299399e-05,-3.189514e+01
9.871797e-01,-1.299365e-05,-3.189513e+01
9.871667e-01,-1.299331e-05,-3.189511e+01
9.871537e-01,-1.299297e-05,-3.189510e+01
9.871407e-01,-1.299262e-05,-3.189508e+01
9.871277e-01,-1.299228e-05,-3.189507e+01
9.871147e-01,-1.299194e-05,-3.189505e+01
9.871017e-01,-1.299160e-05,-3.189503e+01
9.870888e-01,-1.299126e-05,-3.189501e+01
9.870758e-01,-1.299091e-05,-3.189499e+01
9.870628e-01,-1.299057e-05,-3.189497e+01
9.870498e-01,-1.299023e-05,-3.189494e+01
9.870368e-01,-1.298989e-05,-3.189492e+01
9.870238e-01,-1.298955e-05,-3.189489e+01
9.870108e-01,-1.298920e-05,-3.189486e+01
9.869978e-01,-1.298886e-05,-3.189484e+01
9.869848e-01,-1.298852e-05,-3.189481e+01
9.869718e-01,-1.298818e-05,-3.189478e+01
9.869589e-01,-1.298784e-05,-3.189475e+01
9.869459e-01,-1.298750e-05,-3.189472e+01
9.869329e-01,-1.298715e-05,-3.189469e+01
9.869199e-01,-1.298681e-05,-3.189465e+01
9.869069e-01,-1.298647e-05,-3.189462e+01
9.868939e-01,-1.298613e-05,-3.189459e+01
9.868809e-01,-1.298579e-05,-3.189456e+01
9.868679e-01,-1.298544e-05,-3.189453e+01
9.868550e-01,-1.298510e-05,-3.189450e+01
9.868420e-01,-1.298476e-05,-3.189447e+01
9.868290e-01,-1.298442e-05,-3.189445e+01
9.868160e-01,-1.298408e-05,-3.189442e+01
9.868030e-01,-1.298374e-05,-3.189439e+01
9.867900e-01,-1.298339e-05,-3.189437e+01
9.867771e-01,-1.298305e-05,-3.189434e+01
9.867641e-01,-1.298271e-05,-3.189432e+01
9.867511e-01,-1.298237e-05,-3.189430e+01
9.867381e-01,-1.298203e-05,-3.189428e+01
9.867251e-01,-1.298169e-05,-3.189426e+01
9.867121e-01,-1.298134e-05,-3.189424e+01
9.866992e-01,-1.298100e-05,-3.189422e+01
9.866862e-01,-1.298066e-05,-3.189421e+01
9.866732e-01,-1.298032e-05,-3.189420e+01
9.866602e-01,-1.297998e-05,-3.189419e+01
9.866472e-01,-1.297964e-05,-3.189418e+01
9.866343e-01,-1.297930e-05,-3.189417e+01
9.866213e-01,-1.297895e-05,-3.189417e+01
9.866083e-01,-1.297861e-05,-3.189416e+01
9.865953e-01,-1.297827e-05,-3.189416e+01
9.865823e-01,-1.297793e-05,-3.189416e+01
9.865694e-01,-1.297759e-05,-3.189416e+01
9.865564e-01,-1.297725e-05,-3.189416e+01
9.865434e-01,-1.297691e-05,-3.189417e+01
9.865304e-01,-1.297656e-05,-3.189418e+01
9.865175e-01,-1.297622e-05,-3.189418e+01
9.865045e-01,-1.297588e-05,-3.189419e+01
9.864915e-01,-1.297554e-05,-3.189420e+01
9.864785e-01,-1.297520e-05,-3.189422e+01
9.864656e-01,-1.297486e-05,-3.189423e+01
9.864526e-01,-1.297452e-05,-3.189424e+01
9.864396e-01,-1.297417e-05,-3.189426e+01
9.864266e-01,-1.297383e-05,-3.189427e+01
9.864137e-01,-1.297349e-05,-3.189429e+01
9.864007e-01,-1.297315e-05,-3.189431e+01
9.863877e-01,-1.297281e-05,-3.189433e+01
9.863747e-01,-1.297247e-05,-3.189434e+01
9.863618e-01,-1.297213e-05,-3.189436e+01
9.863488e-01,-1.297179e-05,-3.189438e+01
9.863358e-01,-1.297144e-05,-3.189440e+01
9.863229e-01,-1.297110e-05,-3.189442e+01
9.863099e-01,-1.297076e-05,-3.189443e+01
9.862969e-01,-1.297042e-05,-3.189445e+01
9.862839e-01,-1.297008e-05,-3.189447e+01
9.862710e-01,-1.296974e-05,-3.189449e+01
9.862580e-01,-1.296940e-05,-3.189450e+01
9.862450e-01,-1.296906e-05,-3.189452e+01
9.862321e-01,-1.296872e-05,-3.189453e+01
9.862191e-01,-1.296837e-05,-3.189455e+01
9.862061e-01,-1.296803e-05,-3.189456e+01
9.861932e-01,-1.296769e-05,-3.189458e+01
9.861802e-01,-1.296735e-05,-3.189459e+01
9.861672e-01,-1.296701e-05,-3.189460e+01
9.861543e-01,-1.296667e-05,-3.189461e+01
9.861413e-01,-1.296633e-05,-3.189463e+01
9.861283e-01,-1.296599e-05,-3.189464e+01
9.861154e-01,-1.296565e-05,-3.189465e+01
9.861024e-01,-1.296531e-05,-3.189466e+01
9.860894e-01,-1.296496e-05,-3.189467e+01
9.860765e-01,-1.296462e-05,-3.189468e+01
9.860635e-01,-1.296428e-05,-3.189469e+01
9.860505e-01,-1.296394e-05,-3.189470e+01
9.860376e-01,-1.296360e-05,-3.189471e+01
9.860246e-01,-1.296326e-05,-3.189472e+01
9.860116e-01,-1.296292e-05,-3.189473e+01
9.859987e-01,-1.296258e-05,-3.189474e+01
9.859857e-01,-1.296224e-05,-3.189475e+01
9.859728e-01,-1.296190e-05,-3.189476e+01
9.859598e-01,-1.296156e-05,-3.189477e+01
9.859468e-01,-1.296122e-05,-3.189478e+01
9.859339e-01,-1.296087e-05,-3.189479e+01
