lambda,dlambda,pe,espring
7.931753e-01,1.858242e-05,-3.187378e+01,3.145653e-02
7.931939e-01,1.858159e-05,-3.187382e+01,3.144780e-02
7.932125e-01,1.858076e-05,-3.187386e+01,3.143828e-02
7.932310e-01,1.857993e-05,-3.187390e+01,3.142875e-02
7.932496e-01,1.857910e-05,-3.187394e+01,3.141915e-02
7.932682e-01,1.857827e-05,-3.187399e+01,3.140899e-02
7.932868e-01,1.857744e-05,-3.187404e+01,3.140083e-02
7.933053e-01,1.857661e-05,-3.187408e+01,3.138859e-02
7.933239e-01,1.857578e-05,-3.187413e+01,3.137586e-02
7.933425e-01,1.857495e-05,-3.187418e+01,3.136320e-02
7.933611e-01,1.857412e-05,-3.187422e+01,3.135144e-02
7.933796e-01,1.857328e-05,-3.187427e+01,3.134111e-02
7.933982e-01,1.857245e-05,-3.187431e+01,3.133108e-02
7.934168e-01,1.857162e-05,-3.187435e+01,3.132176e-02
7.934354e-01,1.857079e-05,-3.187439e+01,3.131250e-02
7.934539e-01,1.856996e-05,-3.187442e+01,3.130374e-02
7.934725e-01,1.856913e-05,-3.187447e+01,3.129424e-02
7.934911e-01,1.856830e-05,-3.187451e+01,3.128305e-02
7.935096e-01,1.856747e-05,-3.187455e+01,3.127239e-02
7.935282e-01,1.856664e-05,-3.187458e+01,3.126185e-02
7.935468e-01,1.856580e-05,-3.187461e+01,3.125190e-02
7.935653e-01,1.856497e-05,-3.187463e+01,3.124343e-02
7.935839e-01,1.856414e-05,-3.187466e+01,3.123368e-02
7.936025e-01,1.856331e-05,-3.187467e+01,3.122648e-02
7.936210e-01,1.856248e-05,-3.187469e+01,3.122056e-02
7.936396e-01,1.856165e-05,-3.187471e+01,3.121487e-02
7.936582e-01,1.856082e-05,-3.187473e+01,3.121052e-02
7.936767e-01,1.855998e-05,-3.187475e+01,3.120526e-02
7.936953e-01,1.855915e-05,-3.187476e+01,3.119917e-02
7.937138e-01,1.855832e-05,-3.187477e+01,3.119574e-02
7.937324e-01,1.855749e-05,-3.187479e+01,3.119184e-02
7.937509e-01,1.855666e-05,-3.187478e+01,3.118558e-02
7.937695e-01,1.855583e-05,-3.187478e+01,3.118375e-02
7.937881e-01,1.855499e-05,-3.187479e+01,3.118127e-02
7.938066e-01,1.855416e-05,-3.187479e+01,3.117506e-02
7.938252e-01,1.855333e-05,-3.187479e+01,3.116944e-02
7.938437e-01,1.855250e-05,-3.187479e+01,3.116642e-02
7.938623e-01,1.855167e-05,-3.187478e+01,3.116313e-02
7.938808e-01,1.855083e-05,-3.187476e+01,3.116131e-02
7.938994e-01,1.855000e-05,-3.187475e+01,3.116160e-02
7.939179e-01,1.854917e-05,-3.187475e+01,3.116033e-02
7.939365e-01,1.854834e-05,-3.187474e+01,3.115576e-02
7.939550e-01,1.854751e-05,-3.187473e+01,3.115002e-02
7.939736e-01,1.854667e-05,-3.187471e+01,3.114600e-02
7.939921e-01,1.854584e-05,-3.187468e+01,3.114172e-02
7.940107e-01,1.854501e-05,-3.187466e+01,3.113945e-02
7.940292e-01,1.854418e-05,-3.187462e+01,3.113613e-02
7.940477e-01,1.854335e-05,-3.187458e+01,3.113740e-02
7.940663e-01,1.854251e-05,-3.187454e+01,3.113936e-02
7.940848e-01,1.854168e-05,-3.187449e+01,3.113800e-02
7.941034e-01,1.854085e-05,-3.187444e+01,3.113901e-02
7.941219e-01,1.854002e-05,-3.187440e+01,3.113927e-02
7.941405e-01,1.853918e-05,-3.187435e+01,3.114111e-02
7.941590e-01,1.853835e-05,-3.187431e+01,3.114219e-02
7.941775e-01,1.853752e-05,-3.187426e+01,3.114294e-02
7.941961e-01,1.853669e-05,-3.187421e+01,3.114390e-02
7.942146e-01,1.853585e-05,-3.187416e+01,3.114469e-02
7.942331e-01,1.853502e-05,-3.187412e+01,3.114348e-02
7.942517e-01,1.853419e-05,-3.187407e+01,3.114220e-02
7.942702e-01,1.853336e-05,-3.187401e+01,3.114312e-02
7.942887e-01,1.853252e-05,-3.187394e+01,3.114843e-02
7.943073e-01,1.853169e-05,-3.187389e+01,3.115548e-02
7.943258e-01,1.853086e-05,-3.187384e+01,3.115711e-02
7.943443e-01,1.853002e-05,-3.187380e+01,3.115826e-02
7.943629e-01,1.852919e-05,-3.187375e+01,3.115980e-02
7.943814e-01,1.852836e-05,-3.187370e+01,3.116106e-02
7.943999e-01,1.852753e-05,-3.187365e+01,3.116188e-02
7.944184e-01,1.852669e-05,-3.187359e+01,3.116263e-02
7.944370e-01,1.852586e-05,-3.187354e+01,3.116588e-02
7.944555e-01,1.852503e-05,-3.187350e+01,3.116827e-02
7.944740e-01,1.852419e-05,-3.187345e+01,3.117057e-02
7.944925e-01,1.852336e-05,-3.187340e+01,3.117307e-02
7.945111e-01,1.852253e-05,-3.187336e+01,3.117621e-02
7.945296e-01,1.852169e-05,-3.187332e+01,3.117899e-02
7.945481e-01,1.852086e-05,-3.187327e+01,3.118445e-02
7.945666e-01,1.852003e-05,-3.187322e+01,3.119346e-02
7.945852e-01,1.851919e-05,-3.187317e+01,3.120375e-02
7.946037e-01,1.851836e-05,-3.187311e+01,3.121937e-02
7.946222e-01,1.851753e-05,-3.187306e+01,3.123539e-02
7.946407e-01,1.851669e-05,-3.187301e+01,3.124870e-02
7.946592e-01,1.851586e-05,-3.187297e+01,3.126013e-02
7.946777e-01,1.851503e-05,-3.187293e+01,3.127067e-02
7.946963e-01,1.851419e-05,-3.187290e+01,3.128113e-02
7.947148e-01,1.851336e-05,-3.187286e+01,3.129139e-02
7.947333e-01,1.851253e-05,-3.187283e+01,3.130119e-02
7.947518e-01,1.851169e-05,-3.187280e+01,3.130988e-02
7.947703e-01,1.851086e-05,-3.187277e+01,3.131968e-02
7.947888e-01,1.851003e-05,-3.187273e+01,3.132956e-02
7.948073e-01,1.850919e-05,-3.187270e+01,3.133694e-02
7.948258e-01,1.850836e-05,-3.187267e+01,3.134405e-02
7.948443e-01,1.850752e-05,-3.187264e+01,3.135065e-02
7.948628e-01,1.850669e-05,-3.187261e+01,3.135659e-02
7.948814e-01,1.850586e-05,-3.187259e+01,3.135824e-02
7.948999e-01,1.850502e-05,-3.187257e+01,3.136059e-02
7.949184e-01,1.850419e-05,-3.187256e+01,3.136326e-02
7.949369e-01,1.850335e-05,-3.187255e+01,3.136526e-02
7.949554e-01,1.850252e-05,-3.187255e+01,3.136332e-02
7.949739e-01,1.850169e-05,-3.187254e+01,3.135974e-02
7.949924e-01,1.850085e-05,-3.187254e+01,3.135925e-02
7.950109e-01,1.850002e-05,-3.187254e+01,3.136013e-02
7.950294e-01,1.849918e-05,-3.187254e+01,3.136044e-02
7.950479e-01,1.849835e-05,-3.187255e+01,3.136247e-02
7.950664e-01,1.849752e-05,-3.187257e+01,3.136538e-02
7.950849e-01,1.849668e-05,-3.187258e+01,3.136554e-02
7.951034e-01,1.849585e-05,-3.187261e+01,3.136350e-02
7.951219e-01,1.849501e-05,-3.187264e+01,3.135891e-02
7.951404e-01,1.849418e-05,-3.187267e+01,3.135180e-02
7.951588e-01,1.849334e-05,-3.187270e+01,3.134384e-02
7.951773e-01,1.849251e-05,-3.187274e+01,3.133478e-02
7.951958e-01,1.849168e-05,-3.187279e+01,3.132321e-02
7.952143e-01,1.849084e-05,-3.187283e+01,3.130915e-02
7.952328e-01,1.849001e-05,-3.187287e+01,3.129606e-02
7.952513e-01,1.848917e-05,-3.187290e+01,3.128438e-02
7.952698e-01,1.848834e-05,-3.187294e+01,3.127376e-02
7.952883e-01,1.848750e-05,-3.187298e+01,3.126088e-02
7.953068e-01,1.848667e-05,-3.187303e+01,3.124703e-02
7.953253e-01,1.848583e-05,-3.187308e+01,3.123059e-02
7.953437e-01,1.848500e-05,-3.187313e+01,3.121156e-02
7.953622e-01,1.848416e-05,-3.187318e+01,3.119523e-02
7.953807e-01,1.848333e-05,-3.187323e+01,3.117986e-02
7.953992e-01,1.848249e-05,-3.187329e+01,3.116374e-02
7.954177e-01,1.848166e-05,-3.187335e+01,3.114668e-02
7.954362e-01,1.848082e-05,-3.187341e+01,3.112896e-02
7.954546e-01,1.847999e-05,-3.187346e+01,3.111352e-02
7.954731e-01,1.847915e-05,-3.187351e+01,3.110040e-02
7.954916e-01,1.847832e-05,-3.187356e+01,3.108799e-02
7.955101e-01,1.847748e-05,-3.187360e+01,3.107677e-02
7.955285e-01,1.847665e-05,-3.187364e+01,3.106743e-02
7.955470e-01,1.847581e-05,-3.187366e+01,3.105651e-02
7.955655e-01,1.847498e-05,-3.187369e+01,3.104927e-02
7.955840e-01,1.847414e-05,-3.187371e+01,3.104302e-02
7.956024e-01,1.847331e-05,-3.187373e+01,3.103656e-02
7.956209e-01,1.847247e-05,-3.187375e+01,3.102997e-02
7.956394e-01,1.847164e-05,-3.187376e+01,3.102330e-02
7.956579e-01,1.847080e-05,-3.187376e+01,3.101463e-02
7.956763e-01,1.846997e-05,-3.187377e+01,3.100727e-02
7.956948e-01,1.846913e-05,-3.187377e+01,3.099980e-02
7.957133e-01,1.846830e-05,-3.187377e+01,3.099729e-02
7.957317e-01,1.846746e-05,-3.187377e+01,3.099561e-02
7.957502e-01,1.846662e-05,-3.187377e+01,3.099491e-02
7.957687e-01,1.846579e-05,-3.187376e+01,3.099330e-02
7.957871e-01,1.846495e-05,-3.187374e+01,3.099271e-02
7.958056e-01,1.846412e-05,-3.187371e+01,3.099316e-02
7.958241e-01,1.846328e-05,-3.187367e+01,3.099717e-02
7.958425e-01,1.846245e-05,-3.187363e+01,3.100232e-02
7.958610e-01,1.846161e-05,-3.187359e+01,3.100902e-02
7.958795e-01,1.846077e-05,-3.187354e+01,3.101764e-02
7.958979e-01,1.845994e-05,-3.187350e+01,3.102760e-02
7.959164e-01,1.845910e-05,-3.187347e+01,3.103503e-02
7.959348e-01,1.845827e-05,-3.187344e+01,3.103863e-02
7.959533e-01,1.845743e-05,-3.187342e+01,3.104134e-02
7.959717e-01,1.845660e-05,-3.187338e+01,3.104370e-02
7.959902e-01,1.845576e-05,-3.187335e+01,3.104665e-02
7.960087e-01,1.845492e-05,-3.187332e+01,3.105051e-02
7.960271e-01,1.845409e-05,-3.187328e+01,3.105557e-02
7.960456e-01,1.845325e-05,-3.187325e+01,3.106122e-02
7.960640e-01,1.845242e-05,-3.187322e+01,3.106425e-02
7.960825e-01,1.845158e-05,-3.187319e+01,3.106654e-02
7.961009e-01,1.845074e-05,-3.187317e+01,3.107092e-02
7.961194e-01,1.844991e-05,-3.187315e+01,3.107507e-02
7.961378e-01,1.844907e-05,-3.187312e+01,3.107854e-02
7.961563e-01,1.844823e-05,-3.187310e+01,3.108383e-02
7.961747e-01,1.844740e-05,-3.187309e+01,3.108796e-02
7.961932e-01,1.844656e-05,-3.187306e+01,3.109165e-02
7.962116e-01,1.844572e-05,-3.187304e+01,3.109600e-02
7.962301e-01,1.844489e-05,-3.187302e+01,3.109957e-02
7.962485e-01,1.844405e-05,-3.187299e+01,3.110238e-02
7.962669e-01,1.844322e-05,-3.187296e+01,3.110831e-02
7.962854e-01,1.844238e-05,-3.187293e+01,3.111181e-02
7.963038e-01,1.844154e-05,-3.187290e+01,3.111680e-02
7.963223e-01,1.844071e-05,-3.187287e+01,3.112051e-02
7.963407e-01,1.843987e-05,-3.187284e+01,3.112118e-02
7.963592e-01,1.843903e-05,-3.187280e+01,3.112247e-02
7.963776e-01,1.843820e-05,-3.187277e+01,3.112563e-02
7.963960e-01,1.843736e-05,-3.187274e+01,3.112895e-02
7.964145e-01,1.843652e-05,-3.187270e+01,3.113300e-02
7.964329e-01,1.843569e-05,-3.187266e+01,3.114148e-02
7.964513e-01,1.843485e-05,-3.187262e+01,3.114702e-02
7.964698e-01,1.843401e-05,-3.187259e+01,3.115288e-02
7.964882e-01,1.843317e-05,-3.187257e+01,3.115859e-02
7.965066e-01,1.843234e-05,-3.187255e+01,3.116374e-02
7.965251e-01,1.843150e-05,-3.187253e+01,3.117126e-02
7.965435e-01,1.843066e-05,-3.187252e+01,3.117620e-02
7.965619e-01,1.842983e-05,-3.187251e+01,3.118270e-02
7.965804e-01,1.842899e-05,-3.187251e+01,3.118820e-02
7.965988e-01,1.842815e-05,-3.187251e+01,3.119210e-02
7.966172e-01,1.842732e-05,-3.187250e+01,3.119545e-02
7.966356e-01,1.842648e-05,-3.187250e+01,3.119889e-02
7.966541e-01,1.842564e-05,-3.187251e+01,3.120339e-02
7.966725e-01,1.842480e-05,-3.187252e+01,3.120466e-02
7.966909e-01,1.842397e-05,-3.187252e+01,3.120993e-02
7.967093e-01,1.842313e-05,-3.187254e+01,3.121180e-02
7.967278e-01,1.842229e-05,-3.187255e+01,3.121089e-02
7.967462e-01,1.842145e-05,-3.187257e+01,3.121031e-02
7.967646e-01,1.842062e-05,-3.187260e+01,3.120967e-02
7.967830e-01,1.841978e-05,-3.187262e+01,3.120708e-02
7.968014e-01,1.841894e-05,-3.187264e+01,3.120632e-02
7.968199e-01,1.841810e-05,-3.187267e+01,3.120531e-02
7.968383e-01,1.841727e-05,-3.187268e+01,3.120300e-02
7.968567e-01,1.841643e-05,-3.187270e+01,3.120146e-02
7.968751e-01,1.841559e-05,-3.187272e+01,3.120115e-02
7.968935e-01,1.841475e-05,-3.187274e+01,3.120055e-02
7.969119e-01,1.841392e-05,-3.187276e+01,3.120216e-02
7.969304e-01,1.841308e-05,-3.187279e+01,3.120506e-02
7.969488e-01,1.841224e-05,-3.187283e+01,3.120617e-02
7.969672e-01,1.841140e-05,-3.187287e+01,3.120607e-02
7.969856e-01,1.841056e-05,-3.187291e+01,3.120271e-02
7.970040e-01,1.840973e-05,-3.187295e+01,3.119921e-02
7.970224e-01,1.840889e-05,-3.187299e+01,3.119658e-02
7.970408e-01,1.840805e-05,-3.187303e+01,3.119333e-02
7.970592e-01,1.840721e-05,-3.187306e+01,3.119106e-02
7.970776e-01,1.840637e-05,-3.187311e+01,3.118605e-02
7.970960e-01,1.840554e-05,-3.187315e+01,3.117829e-02
7.971144e-01,1.840470e-05,-3.187320e+01,3.116868e-02
7.971329e-01,1.840386e-05,-3.187325e+01,3.115985e-02
7.971513e-01,1.840302e-05,-3.187330e+01,3.115119e-02
7.971697e-01,1.840218e-05,-3.187336e+01,3.114018e-02
7.971881e-01,1.840135e-05,-3.187342e+01,3.112792e-02
7.972065e-01,1.840051e-05,-3.187347e+01,3.111581e-02
7.972249e-01,1.839967e-05,-3.187351e+01,3.110513e-02
7.972433e-01,1.839883e-05,-3.187355e+01,3.109801e-02
7.972617e-01,1.839799e-05,-3.187359e+01,3.108688e-02
7.972801e-01,1.839715e-05,-3.187364e+01,3.107266e-02
7.972985e-01,1.839632e-05,-3.187368e+01,3.105948e-02
7.973168e-01,1.839548e-05,-3.187373e+01,3.104664e-02
7.973352e-01,1.839464e-05,-3.187377e+01,3.103188e-02
7.973536e-01,1.839380e-05,-3.187381e+01,3.101867e-02
7.973720e-01,1.839296e-05,-3.187384e+01,3.100395e-02
7.973904e-01,1.839212e-05,-3.187388e+01,3.099054e-02
7.974088e-01,1.839128e-05,-3.187391e+01,3.097745e-02
7.974272e-01,1.839044e-05,-3.187393e+01,3.096497e-02
7.974456e-01,1.838961e-05,-3.187396e+01,3.095243e-02
7.974640e-01,1.838877e-05,-3.187400e+01,3.094100e-02
7.974824e-01,1.838793e-05,-3.187403e+01,3.092601e-02
7.975008e-01,1.838709e-05,-3.187406e+01,3.091314e-02
7.975191e-01,1.838625e-05,-3.187410e+01,3.089968e-02
7.975375e-01,1.838541e-05,-3.187413e+01,3.088658e-02
7.975559e-01,1.838457e-05,-3.187416e+01,3.087331e-02
7.975743e-01,1.838373e-05,-3.187419e+01,3.086387e-02
7.975927e-01,1.838290e-05,-3.187423e+01,3.085353e-02
7.976111e-01,1.838206e-05,-3.187426e+01,3.084476e-02
7.976295e-01,1.838122e-05,-3.187429e+01,3.083519e-02
7.976478e-01,1.838038e-05,-3.187431e+01,3.082854e-02
7.976662e-01,1.837954e-05,-3.187433e+01,3.082216e-02
7.976846e-01,1.837870e-05,-3.187435e+01,3.081615e-02
7.977030e-01,1.837786e-05,-3.187437e+01,3.081244e-02
7.977213e-01,1.837702e-05,-3.187438e+01,3.080797e-02
7.977397e-01,1.837618e-05,-3.187440e+01,3.080395e-02
7.977581e-01,1.837534e-05,-3.187442e+01,3.079916e-02
7.977765e-01,1.837450e-05,-3.187444e+01,3.079457e-02
7.977948e-01,1.837366e-05,-3.187447e+01,3.078839e-02
7.978132e-01,1.837282e-05,-3.187448e+01,3.078313e-02
7.978316e-01,1.837198e-05,-3.187448e+01,3.078257e-02
7.978500e-01,1.837115e-05,-3.187449e+01,3.078444e-02
7.978683e-01,1.837031e-05,-3.187448e+01,3.078759e-02
7.978867e-01,1.836947e-05,-3.187448e+01,3.079327e-02
7.979051e-01,1.836863e-05,-3.187449e+01,3.079730e-02
7.979234e-01,1.836779e-05,-3.187450e+01,3.080070e-02
7.979418e-01,1.836695e-05,-3.187449e+01,3.080410e-02
7.979602e-01,1.836611e-05,-3.187449e+01,3.081136e-02
7.979785e-01,1.836527e-05,-3.187447e+01,3.082002e-02
7.979969e-01,1.836443e-05,-3.187447e+01,3.083115e-02
7.980153e-01,1.836359e-05,-3.187446e+01,3.083979e-02
7.980336e-01,1.836275e-05,-3.187444e+01,3.085169e-02
7.980520e-01,1.836191e-05,-3.187443e+01,3.086582e-02
7.980704e-01,1.836107e-05,-3.187441e+01,3.087952e-02
7.980887e-01,1.836023e-05,-3.187438e+01,3.089795e-02
7.981071e-01,1.835939e-05,-3.187436e+01,3.091977e-02
7.981254e-01,1.835855e-05,-3.187433e+01,3.093927e-02
7.981438e-01,1.835771e-05,-3.187430e+01,3.095985e-02
7.981622e-01,1.835687e-05,-3.187426e+01,3.098199e-02
7.981805e-01,1.835603e-05,-3.187421e+01,3.100430e-02
7.981989e-01,1.835519e-05,-3.187416e+01,3.102875e-02
7.982172e-01,1.835435e-05,-3.187411e+01,3.105340e-02
7.982356e-01,1.835351e-05,-3.187406e+01,3.107727e-02
7.982539e-01,1.835267e-05,-3.187401e+01,3.110126e-02
7.982723e-01,1.835183e-05,-3.187395e+01,3.112474e-02
7.982906e-01,1.835099e-05,-3.187388e+01,3.115056e-02
7.983090e-01,1.835015e-05,-3.187381e+01,3.117805e-02
7.983273e-01,1.834931e-05,-3.187373e+01,3.120316e-02
7.983457e-01,1.834847e-05,-3.187364e+01,3.122882e-02
7.983640e-01,1.834763e-05,-3.187355e+01,3.125827e-02
7.983824e-01,1.834678e-05,-3.187346e+01,3.128734e-02
7.984007e-01,1.834594e-05,-3.187335e+01,3.131697e-02
7.984191e-01,1.834510e-05,-3.187325e+01,3.135142e-02
7.984374e-01,1.834426e-05,-3.187313e+01,3.138608e-02
7.984558e-01,1.834342e-05,-3.187301e+01,3.142584e-02
7.984741e-01,1.834258e-05,-3.187290e+01,3.146621e-02
7.984924e-01,1.834174e-05,-3.187278e+01,3.150576e-02
7.985108e-01,1.834090e-05,-3.187267e+01,3.154576e-02
7.985291e-01,1.834006e-05,-3.187256e+01,3.158473e-02
7.985475e-01,1.833922e-05,-3.187245e+01,3.162363e-02
7.985658e-01,1.833838e-05,-3.187234e+01,3.166259e-02
7.985841e-01,1.833754e-05,-3.187223e+01,3.170088e-02
7.986025e-01,1.833670e-05,-3.187213e+01,3.174005e-02
7.986208e-01,1.833586e-05,-3.187204e+01,3.178045e-02
7.986391e-01,1.833501e-05,-3.187196e+01,3.181920e-02
7.986575e-01,1.833417e-05,-3.187188e+01,3.185721e-02
7.986758e-01,1.833333e-05,-3.187180e+01,3.189626e-02
7.986941e-01,1.833249e-05,-3.187172e+01,3.193352e-02
7.987125e-01,1.833165e-05,-3.187165e+01,3.197310e-02
7.987308e-01,1.833081e-05,-3.187159e+01,3.201184e-02
7.987491e-01,1.832997e-05,-3.187152e+01,3.204972e-02
7.987675e-01,1.832913e-05,-3.187146e+01,3.208554e-02
7.987858e-01,1.832829e-05,-3.187141e+01,3.212055e-02
7.988041e-01,1.832744e-05,-3.187136e+01,3.215571e-02
7.988225e-01,1.832660e-05,-3.187132e+01,3.218988e-02
7.988408e-01,1.832576e-05,-3.187128e+01,3.222150e-02
7.988591e-01,1.832492e-05,-3.187124e+01,3.225055e-02
7.988774e-01,1.832408e-05,-3.187120e+01,3.227910e-02
7.988958e-01,1.832324e-05,-3.187116e+01,3.230918e-02
7.989141e-01,1.832240e-05,-3.187112e+01,3.233837e-02
7.989324e-01,1.832155e-05,-3.187107e+01,3.236981e-02
7.989507e-01,1.832071e-05,-3.187103e+01,3.240194e-02
7.989690e-01,1.831987e-05,-3.187101e+01,3.243431e-02
7.989874e-01,1.831903e-05,-3.187100e+01,3.246395e-02
7.990057e-01,1.831819e-05,-3.187099e+01,3.249163e-02
7.990240e-01,1.831735e-05,-3.187096e+01,3.252270e-02
7.990423e-01,1.831650e-05,-3.187095e+01,3.255499e-02
7.990606e-01,1.831566e-05,-3.187093e+01,3.258846e-02
7.990789e-01,1.831482e-05,-3.187093e+01,3.262239e-02
7.990973e-01,1.831398e-05,-3.187093e+01,3.265251e-02
7.991156e-01,1.831314e-05,-3.187093e+01,3.268172e-02
7.991339e-01,1.831229e-05,-3.187095e+01,3.271098e-02
7.991522e-01,1.831145e-05,-3.187096e+01,3.273959e-02
7.991705e-01,1.831061e-05,-3.187097e+01,3.276750e-02
7.991888e-01,1.830977e-05,-3.187099e+01,3.279325e-02
7.992071e-01,1.830893e-05,-3.187101e+01,3.281605e-02
7.992254e-01,1.830808e-05,-3.187104e+01,3.283811e-02
7.992437e-01,1.830724e-05,-3.187106e+01,3.286039e-02
7.992621e-01,1.830640e-05,-3.187109e+01,3.288063e-02
7.992804e-01,1.830556e-05,-3.187111e+01,3.289820e-02
7.992987e-01,1.830472e-05,-3.187114e+01,3.291391e-02
7.993170e-01,1.830387e-05,-3.187116e+01,3.292866e-02
7.993353e-01,1.830303e-05,-3.187117e+01,3.294353e-02
7.993536e-01,1.830219e-05,-3.187118e+01,3.296116e-02
7.993719e-01,1.830135e-05,-3.187120e+01,3.297715e-02
7.993902e-01,1.830050e-05,-3.187122e+01,3.299205e-02
7.994085e-01,1.829966e-05,-3.187124e+01,3.300336e-02
7.994268e-01,1.829882e-05,-3.187125e+01,3.301346e-02
7.994451e-01,1.829798e-05,-3.187127e+01,3.301970e-02
7.994634e-01,1.829713e-05,-3.187127e+01,3.302660e-02
7.994817e-01,1.829629e-05,-3.187126e+01,3.303667e-02
7.995000e-01,1.829545e-05,-3.187124e+01,3.304998e-02
7.995183e-01,1.829461e-05,-3.187124e+01,3.306187e-02
7.995366e-01,1.829376e-05,-3.187123e+01,3.306979e-02
7.995548e-01,1.829292e-05,-3.187123e+01,3.307745e-02
7.995731e-01,1.829208e-05,-3.187122e+01,3.308184e-02
7.995914e-01,1.829124e-05,-3.187122e+01,3.308843e-02
7.996097e-01,1.829039e-05,-3.187121e+01,3.309320e-02
7.996280e-01,1.828955e-05,-3.187121e+01,3.310218e-02
7.996463e-01,1.828871e-05,-3.187121e+01,3.310964e-02
7.996646e-01,1.828787e-05,-3.187121e+01,3.311436e-02
7.996829e-01,1.828702e-05,-3.187120e+01,3.311694e-02
7.997012e-01,1.828618e-05,-3.187119e+01,3.312257e-02
7.997194e-01,1.828534e-05,-3.187119e+01,3.312648e-02
7.997377e-01,1.828449e-05,-3.187119e+01,3.312901e-02
7.997560e-01,1.828365e-05,-3.187119e+01,3.312698e-02
7.997743e-01,1.828281e-05,-3.187119e+01,3.312694e-02
7.997926e-01,1.828196e-05,-3.187119e+01,3.312509e-02
7.998109e-01,1.828112e-05,-3.187120e+01,3.312240e-02
7.998291e-01,1.828028e-05,-3.187120e+01,3.311930e-02
7.998474e-01,1.827943e-05,-3.187121e+01,3.311462e-02
7.998657e-01,1.827859e-05,-3.187122e+01,3.310835e-02
7.998840e-01,1.827775e-05,-3.187123e+01,3.310037e-02
7.999023e-01,1.827690e-05,-3.187125e+01,3.309244e-02
7.999205e-01,1.827606e-05,-3.187126e+01,3.308058e-02
7.999388e-01,1.827522e-05,-3.187128e+01,3.306612e-02
7.999571e-01,1.827437e-05,-3.187131e+01,3.304981e-02
7.999754e-01,1.827353e-05,-3.187134e+01,3.302805e-02
7.999936e-01,1.827269e-05,-3.187137e+01,3.300578e-02
8.000119e-01,1.827184e-05,-3.187141e+01,3.297986e-02
8.000302e-01,1.827100e-05,-3.187145e+01,3.295170e-02
8.000484e-01,1.827016e-05,-3.187149e+01,3.292435e-02
8.000667e-01,1.826931e-05,-3.187153e+01,3.289837e-02
8.000850e-01,1.826847e-05,-3.187157e+01,3.287057e-02
8.001033e-01,1.826763e-05,-3.187162e+01,3.284129e-02
8.001215e-01,1.826678e-05,-3.187167e+01,3.280892e-02
8.001398e-01,1.826594e-05,-3.187171e+01,3.277573e-02
8.001581e-01,1.826509e-05,-3.187175e+01,3.274255e-02
8.001763e-01,1.826425e-05,-3.187180e+01,3.270930e-02
8.001946e-01,1.826341e-05,-3.187185e+01,3.267808e-02
8.002128e-01,1.826256e-05,-3.187191e+01,3.264453e-02
8.002311e-01,1.826172e-05,-3.187196e+01,3.261070e-02
8.002494e-01,1.826087e-05,-3.187202e+01,3.257729e-02
8.002676e-01,1.826003e-05,-3.187209e+01,3.253869e-02
8.002859e-01,1.825919e-05,-3.187216e+01,3.250094e-02
8.003041e-01,1.825834e-05,-3.187223e+01,3.246245e-02
8.003224e-01,1.825750e-05,-3.187229e+01,3.242427e-02
8.003407e-01,1.825665e-05,-3.187235e+01,3.238757e-02
8.003589e-01,1.825581e-05,-3.187240e+01,3.234989e-02
8.003772e-01,1.825497e-05,-3.187246e+01,3.231260e-02
8.003954e-01,1.825412e-05,-3.187252e+01,3.227388e-02
8.004137e-01,1.825328e-05,-3.187257e+01,3.223644e-02
8.004319e-01,1.825243e-05,-3.187263e+01,3.219784e-02
8.004502e-01,1.825159e-05,-3.187268e+01,3.215899e-02
8.004684e-01,1.825074e-05,-3.187273e+01,3.212212e-02
8.004867e-01,1.824990e-05,-3.187276e+01,3.208807e-02
8.005049e-01,1.824906e-05,-3.187280e+01,3.205576e-02
8.005232e-01,1.824821e-05,-3.187284e+01,3.202233e-02
8.005414e-01,1.824737e-05,-3.187288e+01,3.199185e-02
8.005597e-01,1.824652e-05,-3.187292e+01,3.196484e-02
8.005779e-01,1.824568e-05,-3.187295e+01,3.193641e-02
8.005962e-01,1.824483e-05,-3.187299e+01,3.190946e-02
8.006144e-01,1.824399e-05,-3.187303e+01,3.188196e-02
8.006327e-01,1.824314e-05,-3.187307e+01,3.185301e-02
8.006509e-01,1.824230e-05,-3.187311e+01,3.182274e-02
8.006691e-01,1.824145e-05,-3.187315e+01,3.179269e-02
8.006874e-01,1.824061e-05,-3.187318e+01,3.176337e-02
8.007056e-01,1.823976e-05,-3.187322e+01,3.173345e-02
8.007239e-01,1.823892e-05,-3.187325e+01,3.170238e-02
8.007421e-01,1.823808e-05,-3.187328e+01,3.166981e-02
8.007603e-01,1.823723e-05,-3.187332e+01,3.163940e-02
8.007786e-01,1.823639e-05,-3.187334e+01,3.161111e-02
8.007968e-01,1.823554e-05,-3.187337e+01,3.158380e-02
8.008151e-01,1.823470e-05,-3.187341e+01,3.155883e-02
8.008333e-01,1.823385e-05,-3.187345e+01,3.153443e-02
8.008515e-01,1.823301e-05,-3.187349e+01,3.150786e-02
8.008698e-01,1.823216e-05,-3.187352e+01,3.148227e-02
8.008880e-01,1.823132e-05,-3.187355e+01,3.145891e-02
8.009062e-01,1.823047e-05,-3.187357e+01,3.143693e-02
8.009244e-01,1.822962e-05,-3.187360e+01,3.141455e-02
8.009427e-01,1.822878e-05,-3.187362e+01,3.139246e-02
