lambda,dlambda,pe,espring
9.964237e-01,1.186790e-06,-3.184149e+01,3.693556e-02
9.964248e-01,1.186495e-06,-3.184146e+01,3.693210e-02
9.964260e-01,1.186199e-06,-3.184143e+01,3.692781e-02
9.964272e-01,1.185904e-06,-3.184140e+01,3.692557e-02
9.964284e-01,1.185609e-06,-3.184138e+01,3.692195e-02
9.964296e-01,1.185314e-06,-3.184137e+01,3.691950e-02
9.964308e-01,1.185019e-06,-3.184134e+01,3.691521e-02
9.964320e-01,1.184724e-06,-3.184132e+01,3.691254e-02
9.964331e-01,1.184429e-06,-3.184130e+01,3.691026e-02
9.964343e-01,1.184134e-06,-3.184128e+01,3.690597e-02
9.964355e-01,1.183839e-06,-3.184126e+01,3.690264e-02
9.964367e-01,1.183544e-06,-3.184123e+01,3.690118e-02
9.964379e-01,1.183249e-06,-3.184120e+01,3.690445e-02
9.964391e-01,1.182954e-06,-3.184116e+01,3.690774e-02
9.964402e-01,1.182659e-06,-3.184112e+01,3.691354e-02
9.964414e-01,1.182365e-06,-3.184109e+01,3.691709e-02
9.964426e-01,1.182070e-06,-3.184104e+01,3.692217e-02
9.964438e-01,1.181775e-06,-3.184100e+01,3.692790e-02
9.964450e-01,1.181481e-06,-3.184095e+01,3.693558e-02
9.964462e-01,1.181186e-06,-3.184090e+01,3.694714e-02
9.964473e-01,1.180892e-06,-3.184084e+01,3.696126e-02
9.964485e-01,1.180598e-06,-3.184078e+01,3.697904e-02
9.964497e-01,1.180303e-06,-3.184070e+01,3.699714e-02
9.964509e-01,1.180009e-06,-3.184063e+01,3.701453e-02
9.964521e-01,1.179715e-06,-3.184055e+01,3.703213e-02
9.964532e-01,1.179420e-06,-3.184048e+01,3.705103e-02
9.964544e-01,1.179126e-06,-3.184041e+01,3.706615e-02
9.964556e-01,1.178832e-06,-3.184033e+01,3.708444e-02
9.964568e-01,1.178538e-06,-3.184024e+01,3.710351e-02
9.964580e-01,1.178244e-06,-3.184014e+01,3.712563e-02
9.964591e-01,1.177950e-06,-3.184004e+01,3.715018e-02
9.964603e-01,1.177656e-06,-3.183994e+01,3.717563e-02
9.964615e-01,1.177362e-06,-3.183984e+01,3.720282e-02
9.964627e-01,1.177068e-06,-3.183975e+01,3.722950e-02
9.964638e-01,1.176774e-06,-3.183966e+01,3.725387e-02
9.964650e-01,1.176481e-06,-3.183957e+01,3.727880e-02
9.964662e-01,1.176187e-06,-3.183947e+01,3.730577e-02
9.964674e-01,1.175893e-06,-3.183938e+01,3.733511e-02
9.964685e-01,1.175600e-06,-3.183927e+01,3.736443e-02
9.964697e-01,1.175306e-06,-3.183919e+01,3.739701e-02
9.964709e-01,1.175013e-06,-3.183911e+01,3.742387e-02
9.964721e-01,1.174719e-06,-3.183902e+01,3.745078e-02
9.964732e-01,1.174426e-06,-3.183895e+01,3.747522e-02
9.964744e-01,1.174132e-06,-3.183888e+01,3.749567e-02
9.964756e-01,1.173839e-06,-3.183880e+01,3.751678e-02
9.964768e-01,1.173546e-06,-3.183873e+01,3.753473e-02
9.964779e-01,1.173252e-06,-3.183866e+01,3.755317e-02
9.964791e-01,1.172959e-06,-3.183859e+01,3.757100e-02
9.964803e-01,1.172666e-06,-3.183852e+01,3.759143e-02
9.964815e-01,1.172373e-06,-3.183844e+01,3.761157e-02
9.964826e-01,1.172080e-06,-3.183835e+01,3.763178e-02
9.964838e-01,1.171787e-06,-3.183826e+01,3.765454e-02
9.964850e-01,1.171494e-06,-3.183816e+01,3.767720e-02
9.964861e-01,1.171201e-06,-3.183806e+01,3.770239e-02
9.964873e-01,1.170908e-06,-3.183797e+01,3.772744e-02
9.964885e-01,1.170615e-06,-3.183787e+01,3.775170e-02
9.964897e-01,1.170323e-06,-3.183777e+01,3.777572e-02
9.964908e-01,1.170030e-06,-3.183769e+01,3.779822e-02
9.964920e-01,1.169737e-06,-3.183760e+01,3.781765e-02
9.964932e-01,1.169445e-06,-3.183751e+01,3.783580e-02
9.964943e-01,1.169152e-06,-3.183742e+01,3.785276e-02
9.964955e-01,1.168859e-06,-3.183732e+01,3.786870e-02
9.964967e-01,1.168567e-06,-3.183724e+01,3.788611e-02
9.964978e-01,1.168274e-06,-3.183714e+01,3.790071e-02
9.964990e-01,1.167982e-06,-3.183705e+01,3.791618e-02
9.965002e-01,1.167690e-06,-3.183696e+01,3.793110e-02
9.965014e-01,1.167397e-06,-3.183689e+01,3.794695e-02
9.965025e-01,1.167105e-06,-3.183680e+01,3.795782e-02
9.965037e-01,1.166813e-06,-3.183673e+01,3.796806e-02
9.965049e-01,1.166521e-06,-3.183666e+01,3.797825e-02
9.965060e-01,1.166229e-06,-3.183660e+01,3.798687e-02
9.965072e-01,1.165937e-06,-3.183654e+01,3.799519e-02
9.965083e-01,1.165645e-06,-3.183648e+01,3.800139e-02
9.965095e-01,1.165353e-06,-3.183644e+01,3.801069e-02
9.965107e-01,1.165061e-06,-3.183641e+01,3.801762e-02
9.965118e-01,1.164769e-06,-3.183638e+01,3.802039e-02
9.965130e-01,1.164477e-06,-3.183636e+01,3.802442e-02
9.965142e-01,1.164185e-06,-3.183634e+01,3.803009e-02
9.965153e-01,1.163893e-06,-3.183635e+01,3.803218e-02
9.965165e-01,1.163602e-06,-3.183635e+01,3.803322e-02
9.965177e-01,1.163310e-06,-3.183636e+01,3.803511e-02
9.965188e-01,1.163019e-06,-3.183636e+01,3.803923e-02
9.965200e-01,1.162727e-06,-3.183635e+01,3.804407e-02
9.965212e-01,1.162435e-06,-3.183634e+01,3.804972e-02
9.965223e-01,1.162144e-06,-3.183632e+01,3.806158e-02
9.965235e-01,1.161853e-06,-3.183631e+01,3.807395e-02
9.965246e-01,1.161561e-06,-3.183629e+01,3.808723e-02
9.965258e-01,1.161270e-06,-3.183626e+01,3.810237e-02
9.965270e-01,1.160979e-06,-3.183623e+01,3.811928e-02
9.965281e-01,1.160687e-06,-3.183621e+01,3.813496e-02
9.965293e-01,1.160396e-06,-3.183617e+01,3.815096e-02
9.965304e-01,1.160105e-06,-3.183615e+01,3.817046e-02
9.965316e-01,1.159814e-06,-3.183613e+01,3.818706e-02
9.965328e-01,1.159523e-06,-3.183612e+01,3.820458e-02
9.965339e-01,1.159232e-06,-3.183611e+01,3.821925e-02
9.965351e-01,1.158941e-06,-3.183611e+01,3.823334e-02
9.965362e-01,1.158650e-06,-3.183610e+01,3.824653e-02
9.965374e-01,1.158359e-06,-3.183609e+01,3.826113e-02
9.965386e-01,1.158068e-06,-3.183608e+01,3.827356e-02
9.965397e-01,1.157778e-06,-3.183608e+01,3.828654e-02
9.965409e-01,1.157487e-06,-3.183608e+01,3.830121e-02
9.965420e-01,1.157196e-06,-3.183607e+01,3.831254e-02
9.965432e-01,1.156906e-06,-3.183607e+01,3.832614e-02
9.965443e-01,1.156615e-06,-3.183606e+01,3.834084e-02
9.965455e-01,1.156325e-06,-3.183606e+01,3.835317e-02
9.965467e-01,1.156034e-06,-3.183605e+01,3.836413e-02
9.965478e-01,1.155744e-06,-3.183604e+01,3.837407e-02
9.965490e-01,1.155453e-06,-3.183602e+01,3.838215e-02
9.965501e-01,1.155163e-06,-3.183601e+01,3.839290e-02
9.965513e-01,1.154873e-06,-3.183599e+01,3.839932e-02
9.965524e-01,1.154582e-06,-3.183596e+01,3.841099e-02
9.965536e-01,1.154292e-06,-3.183595e+01,3.842539e-02
9.965547e-01,1.154002e-06,-3.183593e+01,3.843601e-02
9.965559e-01,1.153712e-06,-3.183591e+01,3.844720e-02
9.965570e-01,1.153422e-06,-3.183590e+01,3.846153e-02
9.965582e-01,1.153132e-06,-3.183588e+01,3.847301e-02
9.965594e-01,1.152842e-06,-3.183587e+01,3.848718e-02
9.965605e-01,1.152552e-06,-3.183587e+01,3.850178e-02
9.965617e-01,1.152262e-06,-3.183586e+01,3.851766e-02
9.965628e-01,1.151972e-06,-3.183585e+01,3.853728e-02
9.965640e-01,1.151683e-06,-3.183583e+01,3.855678e-02
9.965651e-01,1.151393e-06,-3.183580e+01,3.857918e-02
9.965663e-01,1.151103e-06,-3.183577e+01,3.860414e-02
9.965674e-01,1.150814e-06,-3.183575e+01,3.862850e-02
9.965686e-01,1.150524e-06,-3.183572e+01,3.865236e-02
9.965697e-01,1.150234e-06,-3.183570e+01,3.867837e-02
9.965709e-01,1.149945e-06,-3.183568e+01,3.870373e-02
9.965720e-01,1.149656e-06,-3.183566e+01,3.872763e-02
9.965732e-01,1.149366e-06,-3.183566e+01,3.874757e-02
9.965743e-01,1.149077e-06,-3.183565e+01,3.876776e-02
9.965755e-01,1.148787e-06,-3.183564e+01,3.878654e-02
9.965766e-01,1.148498e-06,-3.183562e+01,3.880702e-02
9.965778e-01,1.148209e-06,-3.183560e+01,3.882874e-02
9.965789e-01,1.147920e-06,-3.183560e+01,3.885036e-02
9.965801e-01,1.147631e-06,-3.183560e+01,3.886899e-02
9.965812e-01,1.147342e-06,-3.183562e+01,3.888168e-02
9.965824e-01,1.147053e-06,-3.183563e+01,3.889095e-02
9.965835e-01,1.146764e-06,-3.183564e+01,3.890126e-02
9.965846e-01,1.146475e-06,-3.183565e+01,3.891346e-02
9.965858e-01,1.146186e-06,-3.183565e+01,3.892531e-02
9.965869e-01,1.145897e-06,-3.183563e+01,3.893760e-02
9.965881e-01,1.145608e-06,-3.183562e+01,3.895209e-02
9.965892e-01,1.145319e-06,-3.183561e+01,3.896985e-02
9.965904e-01,1.145031e-06,-3.183559e+01,3.898479e-02
9.965915e-01,1.144742e-06,-3.183557e+01,3.900159e-02
9.965927e-01,1.144453e-06,-3.183554e+01,3.902009e-02
9.965938e-01,1.144165e-06,-3.183554e+01,3.903845e-02
9.965950e-01,1.143876e-06,-3.183553e+01,3.905353e-02
9.965961e-01,1.143588e-06,-3.183551e+01,3.906940e-02
9.965972e-01,1.143299e-06,-3.183550e+01,3.908329e-02
9.965984e-01,1.143011e-06,-3.183550e+01,3.909532e-02
9.965995e-01,1.142723e-06,-3.183549e+01,3.910589e-02
9.966007e-01,1.142435e-06,-3.183545e+01,3.911939e-02
9.966018e-01,1.142146e-06,-3.183542e+01,3.913534e-02
9.966030e-01,1.141858e-06,-3.183537e+01,3.915108e-02
9.966041e-01,1.141570e-06,-3.183534e+01,3.917044e-02
9.966052e-01,1.141282e-06,-3.183532e+01,3.918542e-02
9.966064e-01,1.140994e-06,-3.183531e+01,3.919713e-02
9.966075e-01,1.140706e-06,-3.183530e+01,3.920684e-02
9.966087e-01,1.140418e-06,-3.183529e+01,3.921515e-02
9.966098e-01,1.140130e-06,-3.183527e+01,3.922473e-02
9.966109e-01,1.139842e-06,-3.183525e+01,3.923342e-02
9.966121e-01,1.139554e-06,-3.183524e+01,3.924285e-02
9.966132e-01,1.139267e-06,-3.183521e+01,3.925276e-02
9.966144e-01,1.138979e-06,-3.183518e+01,3.926493e-02
9.966155e-01,1.138691e-06,-3.183515e+01,3.927796e-02
9.966166e-01,1.138403e-06,-3.183513e+01,3.929059e-02
9.966178e-01,1.138116e-06,-3.183510e+01,3.930013e-02
9.966189e-01,1.137828e-06,-3.183508e+01,3.931156e-02
9.966201e-01,1.137541e-06,-3.183507e+01,3.932044e-02
9.966212e-01,1.137253e-06,-3.183507e+01,3.932601e-02
9.966223e-01,1.136966e-06,-3.183507e+01,3.933227e-02
9.966235e-01,1.136679e-06,-3.183508e+01,3.933711e-02
9.966246e-01,1.136391e-06,-3.183509e+01,3.934230e-02
9.966257e-01,1.136104e-06,-3.183509e+01,3.934945e-02
9.966269e-01,1.135817e-06,-3.183511e+01,3.935798e-02
9.966280e-01,1.135530e-06,-3.183513e+01,3.936241e-02
9.966291e-01,1.135243e-06,-3.183515e+01,3.936514e-02
9.966303e-01,1.134956e-06,-3.183517e+01,3.936678e-02
9.966314e-01,1.134669e-06,-3.183519e+01,3.936862e-02
9.966325e-01,1.134382e-06,-3.183521e+01,3.937140e-02
9.966337e-01,1.134095e-06,-3.183522e+01,3.937350e-02
9.966348e-01,1.133808e-06,-3.183523e+01,3.937709e-02
9.966359e-01,1.133521e-06,-3.183523e+01,3.937932e-02
9.966371e-01,1.133234e-06,-3.183524e+01,3.938422e-02
9.966382e-01,1.132947e-06,-3.183524e+01,3.938915e-02
9.966393e-01,1.132661e-06,-3.183524e+01,3.939349e-02
9.966405e-01,1.132374e-06,-3.183525e+01,3.939767e-02
9.966416e-01,1.132087e-06,-3.183526e+01,3.939978e-02
9.966427e-01,1.131801e-06,-3.183527e+01,3.940036e-02
9.966439e-01,1.131514e-06,-3.183528e+01,3.939972e-02
9.966450e-01,1.131228e-06,-3.183531e+01,3.939943e-02
9.966461e-01,1.130942e-06,-3.183532e+01,3.939480e-02
9.966473e-01,1.130655e-06,-3.183534e+01,3.939109e-02
9.966484e-01,1.130369e-06,-3.183536e+01,3.938670e-02
9.966495e-01,1.130083e-06,-3.183540e+01,3.937742e-02
9.966507e-01,1.129796e-06,-3.183543e+01,3.936703e-02
9.966518e-01,1.129510e-06,-3.183546e+01,3.935660e-02
9.966529e-01,1.129224e-06,-3.183550e+01,3.934636e-02
9.966540e-01,1.128938e-06,-3.183554e+01,3.933367e-02
9.966552e-01,1.128652e-06,-3.183560e+01,3.931754e-02
9.966563e-01,1.128366e-06,-3.183566e+01,3.929674e-02
9.966574e-01,1.128080e-06,-3.183572e+01,3.927515e-02
9.966586e-01,1.127794e-06,-3.183578e+01,3.925510e-02
9.966597e-01,1.127508e-06,-3.183584e+01,3.923465e-02
9.966608e-01,1.127222e-06,-3.183590e+01,3.921497e-02
9.966619e-01,1.126937e-06,-3.183595e+01,3.919081e-02
9.966631e-01,1.126651e-06,-3.183600e+01,3.916978e-02
9.966642e-01,1.126365e-06,-3.183606e+01,3.914746e-02
9.966653e-01,1.126080e-06,-3.183612e+01,3.912628e-02
9.966664e-01,1.125794e-06,-3.183619e+01,3.910449e-02
9.966676e-01,1.125508e-06,-3.183624e+01,3.908054e-02
9.966687e-01,1.125223e-06,-3.183630e+01,3.905838e-02
9.966698e-01,1.124938e-06,-3.183637e+01,3.903311e-02
9.966709e-01,1.124652e-06,-3.183643e+01,3.900875e-02
9.966721e-01,1.124367e-06,-3.183651e+01,3.898315e-02
9.966732e-01,1.124082e-06,-3.183659e+01,3.895469e-02
9.966743e-01,1.123796e-06,-3.183668e+01,3.892665e-02
9.966754e-01,1.123511e-06,-3.183676e+01,3.889788e-02
9.966766e-01,1.123226e-06,-3.183686e+01,3.886997e-02
9.966777e-01,1.122941e-06,-3.183694e+01,3.884055e-02
9.966788e-01,1.122656e-06,-3.183701e+01,3.881488e-02
9.966799e-01,1.122371e-06,-3.183710e+01,3.878598e-02
9.966811e-01,1.122086e-06,-3.183718e+01,3.875185e-02
9.966822e-01,1.121801e-06,-3.183725e+01,3.871998e-02
9.966833e-01,1.121516e-06,-3.183732e+01,3.868964e-02
9.966844e-01,1.121231e-06,-3.183740e+01,3.865901e-02
9.966855e-01,1.120946e-06,-3.183749e+01,3.862735e-02
9.966867e-01,1.120662e-06,-3.183756e+01,3.859471e-02
9.966878e-01,1.120377e-06,-3.183762e+01,3.856524e-02
9.966889e-01,1.120092e-06,-3.183767e+01,3.853739e-02
9.966900e-01,1.119808e-06,-3.183773e+01,3.851059e-02
9.966911e-01,1.119523e-06,-3.183778e+01,3.848424e-02
9.966923e-01,1.119239e-06,-3.183783e+01,3.845744e-02
9.966934e-01,1.118954e-06,-3.183785e+01,3.843402e-02
9.966945e-01,1.118670e-06,-3.183786e+01,3.841482e-02
9.966956e-01,1.118385e-06,-3.183788e+01,3.839621e-02
9.966967e-01,1.118101e-06,-3.183790e+01,3.837608e-02
9.966979e-01,1.117817e-06,-3.183792e+01,3.835566e-02
9.966990e-01,1.117533e-06,-3.183793e+01,3.833413e-02
9.967001e-01,1.117248e-06,-3.183793e+01,3.831647e-02
9.967012e-01,1.116964e-06,-3.183794e+01,3.829813e-02
9.967023e-01,1.116680e-06,-3.183796e+01,3.827712e-02
9.967034e-01,1.116396e-06,-3.183799e+01,3.825414e-02
9.967046e-01,1.116112e-06,-3.183802e+01,3.822988e-02
9.967057e-01,1.115828e-06,-3.183804e+01,3.820588e-02
9.967068e-01,1.115544e-06,-3.183807e+01,3.818429e-02
9.967079e-01,1.115260e-06,-3.183807e+01,3.816503e-02
9.967090e-01,1.114977e-06,-3.183806e+01,3.815161e-02
9.967101e-01,1.114693e-06,-3.183806e+01,3.814107e-02
9.967113e-01,1.114409e-06,-3.183806e+01,3.812933e-02
9.967124e-01,1.114125e-06,-3.183806e+01,3.811958e-02
9.967135e-01,1.113842e-06,-3.183809e+01,3.811074e-02
9.967146e-01,1.113558e-06,-3.183810e+01,3.810098e-02
9.967157e-01,1.113275e-06,-3.183812e+01,3.809213e-02
9.967168e-01,1.112991e-06,-3.183815e+01,3.808545e-02
9.967179e-01,1.112708e-06,-3.183817e+01,3.807918e-02
9.967190e-01,1.112424e-06,-3.183819e+01,3.807386e-02
9.967202e-01,1.112141e-06,-3.183821e+01,3.807238e-02
9.967213e-01,1.111858e-06,-3.183822e+01,3.807072e-02
9.967224e-01,1.111574e-06,-3.183824e+01,3.807194e-02
9.967235e-01,1.111291e-06,-3.183825e+01,3.807667e-02
9.967246e-01,1.111008e-06,-3.183826e+01,3.808527e-02
9.967257e-01,1.110725e-06,-3.183828e+01,3.809527e-02
9.967268e-01,1.110442e-06,-3.183830e+01,3.810601e-02
9.967279e-01,1.110159e-06,-3.183832e+01,3.811364e-02
9.967290e-01,1.109876e-06,-3.183835e+01,3.812281e-02
9.967302e-01,1.109593e-06,-3.183838e+01,3.813043e-02
9.967313e-01,1.109310e-06,-3.183840e+01,3.813755e-02
9.967324e-01,1.109027e-06,-3.183841e+01,3.814730e-02
9.967335e-01,1.108744e-06,-3.183841e+01,3.815733e-02
9.967346e-01,1.108462e-06,-3.183840e+01,3.817113e-02
9.967357e-01,1.108179e-06,-3.183840e+01,3.818671e-02
9.967368e-01,1.107896e-06,-3.183841e+01,3.820218e-02
9.967379e-01,1.107614e-06,-3.183843e+01,3.821723e-02
9.967390e-01,1.107331e-06,-3.183845e+01,3.823014e-02
9.967401e-01,1.107049e-06,-3.183846e+01,3.824356e-02
9.967412e-01,1.106766e-06,-3.183848e+01,3.825718e-02
9.967423e-01,1.106484e-06,-3.183850e+01,3.826921e-02
9.967435e-01,1.106201e-06,-3.183852e+01,3.827940e-02
9.967446e-01,1.105919e-06,-3.183852e+01,3.828650e-02
9.967457e-01,1.105637e-06,-3.183853e+01,3.829579e-02
9.967468e-01,1.105355e-06,-3.183853e+01,3.830457e-02
9.967479e-01,1.105072e-06,-3.183853e+01,3.831498e-02
9.967490e-01,1.104790e-06,-3.183853e+01,3.832712e-02
9.967501e-01,1.104508e-06,-3.183852e+01,3.833732e-02
9.967512e-01,1.104226e-06,-3.183851e+01,3.835341e-02
9.967523e-01,1.103944e-06,-3.183849e+01,3.836912e-02
9.967534e-01,1.103662e-06,-3.183848e+01,3.838388e-02
9.967545e-01,1.103380e-06,-3.183846e+01,3.839762e-02
9.967556e-01,1.103098e-06,-3.183845e+01,3.841359e-02
9.967567e-01,1.102817e-06,-3.183846e+01,3.842727e-02
9.967578e-01,1.102535e-06,-3.183846e+01,3.843688e-02
9.967589e-01,1.102253e-06,-3.183846e+01,3.844730e-02
9.967600e-01,1.101971e-06,-3.183845e+01,3.845860e-02
9.967611e-01,1.101690e-06,-3.183843e+01,3.846956e-02
9.967622e-01,1.101408e-06,-3.183842e+01,3.847868e-02
9.967633e-01,1.101127e-06,-3.183841e+01,3.848855e-02
9.967644e-01,1.100845e-06,-3.183841e+01,3.849756e-02
9.967655e-01,1.100564e-06,-3.183841e+01,3.850793e-02
9.967666e-01,1.100282e-06,-3.183842e+01,3.851505e-02
9.967677e-01,1.100001e-06,-3.183844e+01,3.852177e-02
9.967688e-01,1.099720e-06,-3.183846e+01,3.852757e-02
9.967699e-01,1.099438e-06,-3.183849e+01,3.852867e-02
9.967710e-01,1.099157e-06,-3.183851e+01,3.853080e-02
9.967721e-01,1.098876e-06,-3.183854e+01,3.853239e-02
9.967732e-01,1.098595e-06,-3.183856e+01,3.853350e-02
9.967743e-01,1.098314e-06,-3.183858e+01,3.853180e-02
9.967754e-01,1.098033e-06,-3.183858e+01,3.853298e-02
9.967765e-01,1.097752e-06,-3.183858e+01,3.853516e-02
9.967776e-01,1.097471e-06,-3.183857e+01,3.853711e-02
9.967787e-01,1.097190e-06,-3.183856e+01,3.853927e-02
9.967798e-01,1.096909e-06,-3.183853e+01,3.854557e-02
9.967809e-01,1.096628e-06,-3.183849e+01,3.855410e-02
9.967820e-01,1.096348e-06,-3.183845e+01,3.856198e-02
9.967831e-01,1.096067e-06,-3.183840e+01,3.857278e-02
9.967842e-01,1.095786e-06,-3.183836e+01,3.858296e-02
9.967853e-01,1.095506e-06,-3.183830e+01,3.859133e-02
9.967864e-01,1.095225e-06,-3.183823e+01,3.860223e-02
9.967875e-01,1.094945e-06,-3.183817e+01,3.861196e-02
9.967886e-01,1.094664e-06,-3.183812e+01,3.862188e-02
9.967897e-01,1.094384e-06,-3.183807e+01,3.862797e-02
9.967908e-01,1.094103e-06,-3.183803e+01,3.863356e-02
9.967919e-01,1.093823e-06,-3.183798e+01,3.864061e-02
9.967929e-01,1.093543e-06,-3.183793e+01,3.865128e-02
9.967940e-01,1.093262e-06,-3.183787e+01,3.866409e-02
9.967951e-01,1.092982e-06,-3.183782e+01,3.867655e-02
9.967962e-01,1.092702e-06,-3.183777e+01,3.869291e-02
9.967973e-01,1.092422e-06,-3.183773e+01,3.870848e-02
9.967984e-01,1.092142e-06,-3.183769e+01,3.872191e-02
9.967995e-01,1.091862e-06,-3.183765e+01,3.873585e-02
9.968006e-01,1.091582e-06,-3.183762e+01,3.874906e-02
9.968017e-01,1.091302e-06,-3.183759e+01,3.876017e-02
9.968028e-01,1.091022e-06,-3.183755e+01,3.877094e-02
9.968039e-01,1.090742e-06,-3.183750e+01,3.878248e-02
9.968050e-01,1.090463e-06,-3.183746e+01,3.879334e-02
9.968060e-01,1.090183e-06,-3.183741e+01,3.880417e-02
9.968071e-01,1.089903e-06,-3.183736e+01,3.881677e-02
9.968082e-01,1.089623e-06,-3.183730e+01,3.882287e-02
9.968093e-01,1.089344e-06,-3.183724e+01,3.883200e-02
9.968104e-01,1.089064e-06,-3.183716e+01,3.884262e-02
9.968115e-01,1.088785e-06,-3.183709e+01,3.885397e-02
9.968126e-01,1.088505e-06,-3.183701e+01,3.886146e-02
9.968137e-01,1.088226e-06,-3.183692e+01,3.887163e-02
9.968148e-01,1.087947e-06,-3.183686e+01,3.887955e-02
9.968158e-01,1.087667e-06,-3.183681e+01,3.888456e-02
9.968169e-01,1.087388e-06,-3.183676e+01,3.888822e-02
9.968180e-01,1.087109e-06,-3.183671e+01,3.889362e-02
9.968191e-01,1.086830e-06,-3.183666e+01,3.889818e-02
9.968202e-01,1.086550e-06,-3.183661e+01,3.890300e-02
9.968213e-01,1.086271e-06,-3.183656e+01,3.890726e-02
9.968224e-01,1.085992e-06,-3.183653e+01,3.891136e-02
9.968235e-01,1.085713e-06,-3.183651e+01,3.891687e-02
9.968245e-01,1.085434e-06,-3.183649e+01,3.891700e-02
9.968256e-01,1.085155e-06,-3.183647e+01,3.891872e-02
9.968267e-01,1.084877e-06,-3.183644e+01,3.891679e-02
9.968278e-01,1.084598e-06,-3.183639e+01,3.891914e-02
9.968289e-01,1.084319e-06,-3.183635e+01,3.892483e-02
9.968300e-01,1.084040e-06,-3.183631e+01,3.892766e-02
9.968310e-01,1.083762e-06,-3.183628e+01,3.893108e-02
9.968321e-01,1.083483e-06,-3.183625e+01,3.893522e-02
9.968332e-01,1.083204e-06,-3.183623e+01,3.893992e-02
9.968343e-01,1.082926e-06,-3.183621e+01,3.894045e-02
9.968354e-01,1.082647e-06,-3.183617e+01,3.894189e-02
9.968365e-01,1.082369e-06,-3.183615e+01,3.894581e-02
9.968375e-01,1.082091e-06,-3.183614e+01,3.894788e-02
9.968386e-01,1.081812e-06,-3.183614e+01,3.895062e-02
9.968397e-01,1.081534e-06,-3.183615e+01,3.894733e-02
9.968408e-01,1.081256e-06,-3.183617e+01,3.894443e-02
9.968419e-01,1.080978e-06,-3.183617e+01,3.893795e-02
9.968430e-01,1.080699e-06,-3.183617e+01,3.893268e-02
9.968440e-01,1.080421e-06,-3.183618e+01,3.892720e-02
9.968451e-01,1.080143e-06,-3.183619e+01,3.892023e-02
9.968462e-01,1.079865e-06,-3.183620e+01,3.891389e-02
9.968473e-01,1.079587e-06,-3.183623e+01,3.891376e-02
9.968484e-01,1.079309e-06,-3.183624e+01,3.891040e-02
9.968494e-01,1.079031e-06,-3.183625e+01,3.890825e-02
9.968505e-01,1.078753e-06,-3.183628e+01,3.890346e-02
9.968516e-01,1.078476e-06,-3.183631e+01,3.889656e-02
9.968527e-01,1.078198e-06,-3.183634e+01,3.888841e-02
9.968537e-01,1.077920e-06,-3.183636e+01,3.887808e-02
9.968548e-01,1.077643e-06,-3.183639e+01,3.886577e-02
9.968559e-01,1.077365e-06,-3.183641e+01,3.885470e-02
9.968570e-01,1.077087e-06,-3.183644e+01,3.884595e-02
9.968581e-01,1.076810e-06,-3.183645e+01,3.883515e-02
9.968591e-01,1.076532e-06,-3.183648e+01,3.882764e-02
9.968602e-01,1.076255e-06,-3.183650e+01,3.881957e-02
9.968613e-01,1.075978e-06,-3.183652e+01,3.881265e-02
9.968624e-01,1.075700e-06,-3.183654e+01,3.880819e-02
9.968634e-01,1.075423e-06,-3.183655e+01,3.880271e-02
9.968645e-01,1.075146e-06,-3.183655e+01,3.880134e-02
9.968656e-01,1.074869e-06,-3.183655e+01,3.880331e-02
9.968667e-01,1.074591e-06,-3.183657e+01,3.880423e-02
9.968677e-01,1.074314e-06,-3.183658e+01,3.880376e-02
9.968688e-01,1.074037e-06,-3.183661e+01,3.880033e-02
9.968699e-01,1.073760e-06,-3.183662e+01,3.879511e-02
9.968710e-01,1.073483e-06,-3.183662e+01,3.879101e-02
9.968720e-01,1.073206e-06,-3.183663e+01,3.878901e-02
9.968731e-01,1.072929e-06,-3.183665e+01,3.878441e-02
9.968742e-01,1.072653e-06,-3.183665e+01,3.877891e-02
9.968752e-01,1.072376e-06,-3.183665e+01,3.877400e-02
9.968763e-01,1.072099e-06,-3.183665e+01,3.876855e-02
9.968774e-01,1.071822e-06,-3.183664e+01,3.876313e-02
9.968785e-01,1.071546e-06,-3.183663e+01,3.875605e-02
9.968795e-01,1.071269e-06,-3.183664e+01,3.875049e-02
9.968806e-01,1.070993e-06,-3.183662e+01,3.874369e-02
9.968817e-01,1.070716e-06,-3.183662e+01,3.873876e-02
9.968827e-01,1.070440e-06,-3.183659e+01,3.873520e-02
9.968838e-01,1.070163e-06,-3.183656e+01,3.873287e-02
9.968849e-01,1.069887e-06,-3.183653e+01,3.873102e-02
9.968860e-01,1.069611e-06,-3.183649e+01,3.872835e-02
9.968870e-01,1.069334e-06,-3.183646e+01,3.872810e-02
9.968881e-01,1.069058e-06,-3.183642e+01,3.873063e-02
9.968892e-01,1.068782e-06,-3.183636e+01,3.873385e-02
9.968902e-01,1.068506e-06,-3.183629e+01,3.873800e-02
9.968913e-01,1.068230e-06,-3.183621e+01,3.874442e-02
9.968924e-01,1.067954e-06,-3.183613e+01,3.875472e-02
9.968934e-01,1.067678e-06,-3.183603e+01,3.876477e-02
9.968945e-01,1.067402e-06,-3.183591e+01,3.877830e-02
9.968956e-01,1.067126e-06,-3.183579e+01,3.879471e-02
9.968966e-01,1.066850e-06,-3.183567e+01,3.881307e-02
9.968977e-01,1.066574e-06,-3.183555e+01,3.882955e-02
9.968988e-01,1.066298e-06,-3.183543e+01,3.884650e-02
