lambda,dlambda,pe,espring
5.228762e-01,2.457534e-05,-3.184933e+01,1.974019e-02
5.229007e-01,2.457526e-05,-3.184935e+01,1.973850e-02
5.229253e-01,2.457519e-05,-3.184936e+01,1.973544e-02
5.229499e-01,2.457512e-05,-3.184938e+01,1.973379e-02
5.229745e-01,2.457504e-05,-3.184939e+01,1.973175e-02
5.229990e-01,2.457497e-05,-3.184940e+01,1.972980e-02
5.230236e-01,2.457490e-05,-3.184941e+01,1.973052e-02
5.230482e-01,2.457482e-05,-3.184942e+01,1.973036e-02
5.230728e-01,2.457475e-05,-3.184943e+01,1.972922e-02
5.230973e-01,2.457468e-05,-3.184944e+01,1.972786e-02
5.231219e-01,2.457460e-05,-3.184946e+01,1.972785e-02
5.231465e-01,2.457453e-05,-3.184947e+01,1.972757e-02
5.231711e-01,2.457445e-05,-3.184947e+01,1.972773e-02
5.231956e-01,2.457438e-05,-3.184948e+01,1.972744e-02
5.232202e-01,2.457431e-05,-3.184949e+01,1.972691e-02
5.232448e-01,2.457423e-05,-3.184949e+01,1.972696e-02
5.232694e-01,2.457416e-05,-3.184950e+01,1.972816e-02
5.232939e-01,2.457408e-05,-3.184950e+01,1.972947e-02
5.233185e-01,2.457401e-05,-3.184950e+01,1.973126e-02
5.233431e-01,2.457393e-05,-3.184951e+01,1.973198e-02
5.233677e-01,2.457386e-05,-3.184950e+01,1.973441e-02
5.233922e-01,2.457378e-05,-3.184950e+01,1.973801e-02
5.234168e-01,2.457371e-05,-3.184951e+01,1.974070e-02
5.234414e-01,2.457363e-05,-3.184953e+01,1.974336e-02
5.234660e-01,2.457356e-05,-3.184954e+01,1.974399e-02
5.234905e-01,2.457348e-05,-3.184954e+01,1.974540e-02
5.235151e-01,2.457341e-05,-3.184954e+01,1.974851e-02
5.235397e-01,2.457333e-05,-3.184955e+01,1.975301e-02
5.235642e-01,2.457326e-05,-3.184956e+01,1.975607e-02
5.235888e-01,2.457318e-05,-3.184956e+01,1.975986e-02
5.236134e-01,2.457311e-05,-3.184957e+01,1.976478e-02
5.236380e-01,2.457303e-05,-3.184957e+01,1.976874e-02
5.236625e-01,2.457296e-05,-3.184957e+01,1.977170e-02
5.236871e-01,2.457288e-05,-3.184956e+01,1.977393e-02
5.237117e-01,2.457280e-05,-3.184955e+01,1.977609e-02
5.237363e-01,2.457273e-05,-3.184955e+01,1.977785e-02
5.237608e-01,2.457265e-05,-3.184954e+01,1.978050e-02
5.237854e-01,2.457258e-05,-3.184953e+01,1.978377e-02
5.238100e-01,2.457250e-05,-3.184952e+01,1.978569e-02
5.238345e-01,2.457242e-05,-3.184951e+01,1.978720e-02
5.238591e-01,2.457235e-05,-3.184950e+01,1.979049e-02
5.238837e-01,2.457227e-05,-3.184948e+01,1.979406e-02
5.239083e-01,2.457220e-05,-3.184946e+01,1.979753e-02
5.239328e-01,2.457212e-05,-3.184944e+01,1.980029e-02
5.239574e-01,2.457204e-05,-3.184942e+01,1.980452e-02
5.239820e-01,2.457197e-05,-3.184939e+01,1.980915e-02
5.240066e-01,2.457189e-05,-3.184937e+01,1.981447e-02
5.240311e-01,2.457181e-05,-3.184936e+01,1.981943e-02
5.240557e-01,2.457174e-05,-3.184937e+01,1.982329e-02
5.240803e-01,2.457166e-05,-3.184937e+01,1.982558e-02
5.241048e-01,2.457158e-05,-3.184938e+01,1.982710e-02
5.241294e-01,2.457150e-05,-3.184940e+01,1.983010e-02
5.241540e-01,2.457143e-05,-3.184942e+01,1.983135e-02
5.241786e-01,2.457135e-05,-3.184943e+01,1.983287e-02
5.242031e-01,2.457127e-05,-3.184945e+01,1.983420e-02
5.242277e-01,2.457119e-05,-3.184946e+01,1.983613e-02
5.242523e-01,2.457112e-05,-3.184947e+01,1.983860e-02
5.242768e-01,2.457104e-05,-3.184948e+01,1.984040e-02
5.243014e-01,2.457096e-05,-3.184949e+01,1.984187e-02
5.243260e-01,2.457088e-05,-3.184951e+01,1.984450e-02
5.243506e-01,2.457081e-05,-3.184952e+01,1.984774e-02
5.243751e-01,2.457073e-05,-3.184954e+01,1.985170e-02
5.243997e-01,2.457065e-05,-3.184955e+01,1.985539e-02
5.244243e-01,2.457057e-05,-3.184956e+01,1.986055e-02
5.244488e-01,2.457049e-05,-3.184957e+01,1.986480e-02
5.244734e-01,2.457042e-05,-3.184957e+01,1.986959e-02
5.244980e-01,2.457034e-05,-3.184958e+01,1.987372e-02
5.245225e-01,2.457026e-05,-3.184958e+01,1.987847e-02
5.245471e-01,2.457018e-05,-3.184959e+01,1.988289e-02
5.245717e-01,2.457010e-05,-3.184959e+01,1.988803e-02
5.245963e-01,2.457002e-05,-3.184958e+01,1.989462e-02
5.246208e-01,2.456994e-05,-3.184959e+01,1.990321e-02
5.246454e-01,2.456987e-05,-3.184960e+01,1.991065e-02
5.246700e-01,2.456979e-05,-3.184960e+01,1.991638e-02
5.246945e-01,2.456971e-05,-3.184961e+01,1.992255e-02
5.247191e-01,2.456963e-05,-3.184962e+01,1.993023e-02
5.247437e-01,2.456955e-05,-3.184963e+01,1.993664e-02
5.247682e-01,2.456947e-05,-3.184964e+01,1.994287e-02
5.247928e-01,2.456939e-05,-3.184966e+01,1.994789e-02
5.248174e-01,2.456931e-05,-3.184967e+01,1.995204e-02
5.248420e-01,2.456923e-05,-3.184970e+01,1.995497e-02
5.248665e-01,2.456915e-05,-3.184972e+01,1.995540e-02
5.248911e-01,2.456907e-05,-3.184973e+01,1.995690e-02
5.249157e-01,2.456899e-05,-3.184974e+01,1.996011e-02
5.249402e-01,2.456891e-05,-3.184975e+01,1.996379e-02
5.249648e-01,2.456883e-05,-3.184977e+01,1.996698e-02
5.249894e-01,2.456876e-05,-3.184979e+01,1.997018e-02
5.250139e-01,2.456868e-05,-3.184982e+01,1.997338e-02
5.250385e-01,2.456860e-05,-3.184984e+01,1.997466e-02
5.250631e-01,2.456852e-05,-3.184986e+01,1.997597e-02
5.250876e-01,2.456843e-05,-3.184988e+01,1.997843e-02
5.251122e-01,2.456835e-05,-3.184991e+01,1.998096e-02
5.251368e-01,2.456827e-05,-3.184994e+01,1.998302e-02
5.251613e-01,2.456819e-05,-3.184996e+01,1.998535e-02
5.251859e-01,2.456811e-05,-3.184999e+01,1.998782e-02
5.252105e-01,2.456803e-05,-3.185001e+01,1.999014e-02
5.252350e-01,2.456795e-05,-3.185002e+01,1.999330e-02
5.252596e-01,2.456787e-05,-3.185002e+01,1.999692e-02
5.252842e-01,2.456779e-05,-3.185002e+01,2.000127e-02
5.253088e-01,2.456771e-05,-3.185004e+01,2.000622e-02
5.253333e-01,2.456763e-05,-3.185004e+01,2.001016e-02
5.253579e-01,2.456755e-05,-3.185004e+01,2.001448e-02
5.253825e-01,2.456747e-05,-3.185003e+01,2.001886e-02
5.254070e-01,2.456739e-05,-3.185003e+01,2.002385e-02
5.254316e-01,2.456730e-05,-3.185003e+01,2.002760e-02
5.254562e-01,2.456722e-05,-3.185003e+01,2.003099e-02
5.254807e-01,2.456714e-05,-3.185003e+01,2.003483e-02
5.255053e-01,2.456706e-05,-3.185002e+01,2.003982e-02
5.255299e-01,2.456698e-05,-3.185000e+01,2.004582e-02
5.255544e-01,2.456690e-05,-3.184999e+01,2.005405e-02
5.255790e-01,2.456681e-05,-3.184998e+01,2.006332e-02
5.256036e-01,2.456673e-05,-3.184996e+01,2.007228e-02
5.256281e-01,2.456665e-05,-3.184995e+01,2.008173e-02
5.256527e-01,2.456657e-05,-3.184992e+01,2.009088e-02
5.256773e-01,2.456649e-05,-3.184990e+01,2.010050e-02
5.257018e-01,2.456640e-05,-3.184987e+01,2.010967e-02
5.257264e-01,2.456632e-05,-3.184985e+01,2.011949e-02
5.257510e-01,2.456624e-05,-3.184982e+01,2.012798e-02
5.257755e-01,2.456616e-05,-3.184980e+01,2.013643e-02
5.258001e-01,2.456608e-05,-3.184978e+01,2.014332e-02
5.258247e-01,2.456599e-05,-3.184976e+01,2.015028e-02
5.258492e-01,2.456591e-05,-3.184974e+01,2.015822e-02
5.258738e-01,2.456583e-05,-3.184971e+01,2.016604e-02
5.258984e-01,2.456574e-05,-3.184967e+01,2.017545e-02
5.259229e-01,2.456566e-05,-3.184965e+01,2.018469e-02
5.259475e-01,2.456558e-05,-3.184963e+01,2.019283e-02
5.259721e-01,2.456550e-05,-3.184960e+01,2.020008e-02
5.259966e-01,2.456541e-05,-3.184958e+01,2.020885e-02
5.260212e-01,2.456533e-05,-3.184956e+01,2.021755e-02
5.260457e-01,2.456525e-05,-3.184954e+01,2.022558e-02
5.260703e-01,2.456516e-05,-3.184953e+01,2.023360e-02
5.260949e-01,2.456508e-05,-3.184952e+01,2.024024e-02
5.261194e-01,2.456500e-05,-3.184951e+01,2.024567e-02
5.261440e-01,2.456491e-05,-3.184950e+01,2.025060e-02
5.261686e-01,2.456483e-05,-3.184949e+01,2.025441e-02
5.261931e-01,2.456475e-05,-3.184948e+01,2.025869e-02
5.262177e-01,2.456466e-05,-3.184947e+01,2.026213e-02
5.262423e-01,2.456458e-05,-3.184947e+01,2.026379e-02
5.262668e-01,2.456449e-05,-3.184946e+01,2.026495e-02
5.262914e-01,2.456441e-05,-3.184946e+01,2.026557e-02
5.263160e-01,2.456433e-05,-3.184945e+01,2.026619e-02
5.263405e-01,2.456424e-05,-3.184943e+01,2.026864e-02
5.263651e-01,2.456416e-05,-3.184942e+01,2.027056e-02
5.263897e-01,2.456407e-05,-3.184940e+01,2.027282e-02
5.264142e-01,2.456399e-05,-3.184938e+01,2.027462e-02
5.264388e-01,2.456390e-05,-3.184936e+01,2.027673e-02
5.264633e-01,2.456382e-05,-3.184934e+01,2.027817e-02
5.264879e-01,2.456373e-05,-3.184932e+01,2.027963e-02
5.265125e-01,2.456365e-05,-3.184929e+01,2.028145e-02
5.265370e-01,2.456357e-05,-3.184925e+01,2.028530e-02
5.265616e-01,2.456348e-05,-3.184921e+01,2.028875e-02
5.265862e-01,2.456340e-05,-3.184916e+01,2.029253e-02
5.266107e-01,2.456331e-05,-3.184912e+01,2.029574e-02
5.266353e-01,2.456322e-05,-3.184907e+01,2.029940e-02
5.266599e-01,2.456314e-05,-3.184902e+01,2.030485e-02
5.266844e-01,2.456305e-05,-3.184896e+01,2.030829e-02
5.267090e-01,2.456297e-05,-3.184890e+01,2.031138e-02
5.267335e-01,2.456288e-05,-3.184884e+01,2.031614e-02
5.267581e-01,2.456280e-05,-3.184877e+01,2.032243e-02
5.267827e-01,2.456271e-05,-3.184872e+01,2.032804e-02
5.268072e-01,2.456263e-05,-3.184866e+01,2.033234e-02
5.268318e-01,2.456254e-05,-3.184861e+01,2.033515e-02
5.268564e-01,2.456246e-05,-3.184856e+01,2.033945e-02
5.268809e-01,2.456237e-05,-3.184852e+01,2.034515e-02
5.269055e-01,2.456228e-05,-3.184847e+01,2.035035e-02
5.269300e-01,2.456220e-05,-3.184842e+01,2.035715e-02
5.269546e-01,2.456211e-05,-3.184837e+01,2.036296e-02
5.269792e-01,2.456202e-05,-3.184832e+01,2.036906e-02
5.270037e-01,2.456194e-05,-3.184829e+01,2.037419e-02
5.270283e-01,2.456185e-05,-3.184824e+01,2.037849e-02
5.270529e-01,2.456177e-05,-3.184821e+01,2.038488e-02
5.270774e-01,2.456168e-05,-3.184817e+01,2.039012e-02
5.271020e-01,2.456159e-05,-3.184814e+01,2.039576e-02
5.271265e-01,2.456151e-05,-3.184811e+01,2.040135e-02
5.271511e-01,2.456142e-05,-3.184808e+01,2.040715e-02
5.271757e-01,2.456133e-05,-3.184806e+01,2.041172e-02
5.272002e-01,2.456125e-05,-3.184804e+01,2.041665e-02
5.272248e-01,2.456116e-05,-3.184803e+01,2.042052e-02
5.272493e-01,2.456107e-05,-3.184802e+01,2.042364e-02
5.272739e-01,2.456098e-05,-3.184801e+01,2.042716e-02
5.272985e-01,2.456090e-05,-3.184800e+01,2.042979e-02
5.273230e-01,2.456081e-05,-3.184799e+01,2.043227e-02
5.273476e-01,2.456072e-05,-3.184798e+01,2.043426e-02
5.273721e-01,2.456063e-05,-3.184797e+01,2.043726e-02
5.273967e-01,2.456055e-05,-3.184796e+01,2.043851e-02
5.274213e-01,2.456046e-05,-3.184796e+01,2.044060e-02
5.274458e-01,2.456037e-05,-3.184796e+01,2.044181e-02
5.274704e-01,2.456028e-05,-3.184797e+01,2.044322e-02
5.274949e-01,2.456020e-05,-3.184797e+01,2.044355e-02
5.275195e-01,2.456011e-05,-3.184797e+01,2.044423e-02
5.275441e-01,2.456002e-05,-3.184798e+01,2.044368e-02
5.275686e-01,2.455993e-05,-3.184799e+01,2.044304e-02
5.275932e-01,2.455984e-05,-3.184799e+01,2.044128e-02
5.276177e-01,2.455976e-05,-3.184800e+01,2.044008e-02
5.276423e-01,2.455967e-05,-3.184801e+01,2.043937e-02
5.276669e-01,2.455958e-05,-3.184803e+01,2.043792e-02
5.276914e-01,2.455949e-05,-3.184805e+01,2.043575e-02
5.277160e-01,2.455940e-05,-3.184808e+01,2.043259e-02
5.277405e-01,2.455931e-05,-3.184810e+01,2.042822e-02
5.277651e-01,2.455922e-05,-3.184812e+01,2.042640e-02
5.277897e-01,2.455914e-05,-3.184815e+01,2.042307e-02
5.278142e-01,2.455905e-05,-3.184818e+01,2.041904e-02
5.278388e-01,2.455896e-05,-3.184821e+01,2.041371e-02
5.278633e-01,2.455887e-05,-3.184824e+01,2.040953e-02
5.278879e-01,2.455878e-05,-3.184826e+01,2.040589e-02
5.279125e-01,2.455869e-05,-3.184829e+01,2.040202e-02
5.279370e-01,2.455860e-05,-3.184832e+01,2.039642e-02
5.279616e-01,2.455851e-05,-3.184835e+01,2.039161e-02
5.279861e-01,2.455842e-05,-3.184837e+01,2.038493e-02
5.280107e-01,2.455833e-05,-3.184840e+01,2.037849e-02
5.280353e-01,2.455824e-05,-3.184842e+01,2.037161e-02
5.280598e-01,2.455815e-05,-3.184844e+01,2.036525e-02
5.280844e-01,2.455806e-05,-3.184847e+01,2.035894e-02
5.281089e-01,2.455797e-05,-3.184849e+01,2.035308e-02
5.281335e-01,2.455788e-05,-3.184852e+01,2.034797e-02
5.281580e-01,2.455779e-05,-3.184855e+01,2.034296e-02
5.281826e-01,2.455770e-05,-3.184858e+01,2.033620e-02
5.282072e-01,2.455761e-05,-3.184860e+01,2.032946e-02
5.282317e-01,2.455752e-05,-3.184863e+01,2.032238e-02
5.282563e-01,2.455743e-05,-3.184866e+01,2.031657e-02
5.282808e-01,2.455734e-05,-3.184868e+01,2.031064e-02
5.283054e-01,2.455725e-05,-3.184870e+01,2.030544e-02
5.283299e-01,2.455716e-05,-3.184873e+01,2.030188e-02
5.283545e-01,2.455707e-05,-3.184876e+01,2.029733e-02
5.283791e-01,2.455698e-05,-3.184878e+01,2.029294e-02
5.284036e-01,2.455689e-05,-3.184881e+01,2.028935e-02
5.284282e-01,2.455680e-05,-3.184884e+01,2.028703e-02
5.284527e-01,2.455671e-05,-3.184886e+01,2.028406e-02
5.284773e-01,2.455662e-05,-3.184888e+01,2.028132e-02
5.285018e-01,2.455653e-05,-3.184891e+01,2.027931e-02
5.285264e-01,2.455643e-05,-3.184894e+01,2.027763e-02
5.285510e-01,2.455634e-05,-3.184898e+01,2.027579e-02
5.285755e-01,2.455625e-05,-3.184902e+01,2.027130e-02
5.286001e-01,2.455616e-05,-3.184905e+01,2.026763e-02
5.286246e-01,2.455607e-05,-3.184908e+01,2.026411e-02
5.286492e-01,2.455598e-05,-3.184911e+01,2.026124e-02
5.286737e-01,2.455589e-05,-3.184913e+01,2.025857e-02
5.286983e-01,2.455579e-05,-3.184915e+01,2.025630e-02
5.287228e-01,2.455570e-05,-3.184917e+01,2.025521e-02
5.287474e-01,2.455561e-05,-3.184918e+01,2.025505e-02
5.287720e-01,2.455552e-05,-3.184919e+01,2.025617e-02
5.287965e-01,2.455543e-05,-3.184921e+01,2.025587e-02
5.288211e-01,2.455533e-05,-3.184922e+01,2.025395e-02
5.288456e-01,2.455524e-05,-3.184922e+01,2.025384e-02
5.288702e-01,2.455515e-05,-3.184922e+01,2.025402e-02
5.288947e-01,2.455506e-05,-3.184921e+01,2.025431e-02
5.289193e-01,2.455497e-05,-3.184921e+01,2.025550e-02
5.289438e-01,2.455487e-05,-3.184920e+01,2.025670e-02
5.289684e-01,2.455478e-05,-3.184920e+01,2.025741e-02
5.289930e-01,2.455469e-05,-3.184919e+01,2.025914e-02
5.290175e-01,2.455460e-05,-3.184919e+01,2.026028e-02
5.290421e-01,2.455450e-05,-3.184919e+01,2.026003e-02
5.290666e-01,2.455441e-05,-3.184920e+01,2.025863e-02
5.290912e-01,2.455432e-05,-3.184921e+01,2.025697e-02
5.291157e-01,2.455422e-05,-3.184923e+01,2.025444e-02
5.291403e-01,2.455413e-05,-3.184926e+01,2.025138e-02
5.291648e-01,2.455404e-05,-3.184928e+01,2.024842e-02
5.291894e-01,2.455394e-05,-3.184931e+01,2.024544e-02
5.292139e-01,2.455385e-05,-3.184934e+01,2.024236e-02
5.292385e-01,2.455376e-05,-3.184937e+01,2.023939e-02
5.292630e-01,2.455366e-05,-3.184939e+01,2.023547e-02
5.292876e-01,2.455357e-05,-3.184942e+01,2.023146e-02
5.293122e-01,2.455348e-05,-3.184945e+01,2.022670e-02
5.293367e-01,2.455338e-05,-3.184947e+01,2.022135e-02
5.293613e-01,2.455329e-05,-3.184949e+01,2.021636e-02
5.293858e-01,2.455319e-05,-3.184951e+01,2.021139e-02
5.294104e-01,2.455310e-05,-3.184955e+01,2.020514e-02
5.294349e-01,2.455301e-05,-3.184958e+01,2.019795e-02
5.294595e-01,2.455291e-05,-3.184961e+01,2.018977e-02
5.294840e-01,2.455282e-05,-3.184965e+01,2.018059e-02
5.295086e-01,2.455272e-05,-3.184967e+01,2.017147e-02
5.295331e-01,2.455263e-05,-3.184969e+01,2.016309e-02
5.295577e-01,2.455254e-05,-3.184971e+01,2.015489e-02
5.295822e-01,2.455244e-05,-3.184973e+01,2.014590e-02
5.296068e-01,2.455235e-05,-3.184974e+01,2.013839e-02
5.296313e-01,2.455225e-05,-3.184975e+01,2.013047e-02
5.296559e-01,2.455216e-05,-3.184976e+01,2.012264e-02
5.296804e-01,2.455206e-05,-3.184976e+01,2.011440e-02
5.297050e-01,2.455197e-05,-3.184976e+01,2.010685e-02
5.297296e-01,2.455187e-05,-3.184976e+01,2.010014e-02
5.297541e-01,2.455178e-05,-3.184976e+01,2.009568e-02
5.297787e-01,2.455168e-05,-3.184975e+01,2.009125e-02
5.298032e-01,2.455159e-05,-3.184974e+01,2.008611e-02
5.298278e-01,2.455149e-05,-3.184973e+01,2.008061e-02
5.298523e-01,2.455140e-05,-3.184971e+01,2.007656e-02
5.298769e-01,2.455130e-05,-3.184968e+01,2.007408e-02
5.299014e-01,2.455120e-05,-3.184965e+01,2.007336e-02
5.299260e-01,2.455111e-05,-3.184962e+01,2.007298e-02
5.299505e-01,2.455101e-05,-3.184960e+01,2.007187e-02
5.299751e-01,2.455092e-05,-3.184957e+01,2.006978e-02
5.299996e-01,2.455082e-05,-3.184954e+01,2.006860e-02
5.300242e-01,2.455073e-05,-3.184950e+01,2.006795e-02
5.300487e-01,2.455063e-05,-3.184946e+01,2.006786e-02
5.300733e-01,2.455053e-05,-3.184943e+01,2.006696e-02
5.300978e-01,2.455044e-05,-3.184939e+01,2.006610e-02
5.301224e-01,2.455034e-05,-3.184936e+01,2.006533e-02
5.301469e-01,2.455024e-05,-3.184933e+01,2.006537e-02
5.301715e-01,2.455015e-05,-3.184929e+01,2.006489e-02
5.301960e-01,2.455005e-05,-3.184926e+01,2.006462e-02
5.302206e-01,2.454996e-05,-3.184922e+01,2.006223e-02
5.302451e-01,2.454986e-05,-3.184919e+01,2.005932e-02
5.302697e-01,2.454976e-05,-3.184915e+01,2.005667e-02
5.302942e-01,2.454967e-05,-3.184912e+01,2.005514e-02
5.303188e-01,2.454957e-05,-3.184909e+01,2.005376e-02
5.303433e-01,2.454947e-05,-3.184905e+01,2.005279e-02
5.303679e-01,2.454937e-05,-3.184902e+01,2.005165e-02
5.303924e-01,2.454928e-05,-3.184898e+01,2.005022e-02
5.304170e-01,2.454918e-05,-3.184894e+01,2.004969e-02
5.304415e-01,2.454908e-05,-3.184889e+01,2.004978e-02
5.304661e-01,2.454899e-05,-3.184884e+01,2.005125e-02
5.304906e-01,2.454889e-05,-3.184879e+01,2.005513e-02
5.305152e-01,2.454879e-05,-3.184873e+01,2.005765e-02
5.305397e-01,2.454869e-05,-3.184867e+01,2.005970e-02
5.305643e-01,2.454860e-05,-3.184862e+01,2.006161e-02
5.305888e-01,2.454850e-05,-3.184856e+01,2.006337e-02
5.306134e-01,2.454840e-05,-3.184851e+01,2.006568e-02
5.306379e-01,2.454830e-05,-3.184847e+01,2.006895e-02
5.306625e-01,2.454820e-05,-3.184843e+01,2.007071e-02
5.306870e-01,2.454811e-05,-3.184839e+01,2.007292e-02
5.307116e-01,2.454801e-05,-3.184836e+01,2.007514e-02
5.307361e-01,2.454791e-05,-3.184832e+01,2.007819e-02
5.307606e-01,2.454781e-05,-3.184830e+01,2.008326e-02
5.307852e-01,2.454771e-05,-3.184829e+01,2.008589e-02
5.308097e-01,2.454761e-05,-3.184827e+01,2.008808e-02
5.308343e-01,2.454752e-05,-3.184825e+01,2.009099e-02
5.308588e-01,2.454742e-05,-3.184824e+01,2.009516e-02
5.308834e-01,2.454732e-05,-3.184823e+01,2.009871e-02
5.309079e-01,2.454722e-05,-3.184822e+01,2.010015e-02
5.309325e-01,2.454712e-05,-3.184822e+01,2.010217e-02
5.309570e-01,2.454702e-05,-3.184823e+01,2.010345e-02
5.309816e-01,2.454692e-05,-3.184824e+01,2.010467e-02
5.310061e-01,2.454682e-05,-3.184825e+01,2.010463e-02
5.310307e-01,2.454672e-05,-3.184827e+01,2.010553e-02
5.310552e-01,2.454663e-05,-3.184828e+01,2.010436e-02
5.310798e-01,2.454653e-05,-3.184831e+01,2.010373e-02
5.311043e-01,2.454643e-05,-3.184833e+01,2.010155e-02
5.311289e-01,2.454633e-05,-3.184836e+01,2.009932e-02
5.311534e-01,2.454623e-05,-3.184840e+01,2.009664e-02
5.311779e-01,2.454613e-05,-3.184844e+01,2.009471e-02
5.312025e-01,2.454603e-05,-3.184849e+01,2.009198e-02
5.312270e-01,2.454593e-05,-3.184854e+01,2.008865e-02
5.312516e-01,2.454583e-05,-3.184859e+01,2.008528e-02
5.312761e-01,2.454573e-05,-3.184863e+01,2.008144e-02
5.313007e-01,2.454563e-05,-3.184867e+01,2.007829e-02
5.313252e-01,2.454553e-05,-3.184870e+01,2.007575e-02
5.313498e-01,2.454543e-05,-3.184874e+01,2.007333e-02
5.313743e-01,2.454533e-05,-3.184878e+01,2.007160e-02
5.313989e-01,2.454523e-05,-3.184882e+01,2.007099e-02
5.314234e-01,2.454513e-05,-3.184886e+01,2.007196e-02
5.314479e-01,2.454503e-05,-3.184890e+01,2.007287e-02
5.314725e-01,2.454493e-05,-3.184893e+01,2.007454e-02
5.314970e-01,2.454483e-05,-3.184897e+01,2.007724e-02
5.315216e-01,2.454473e-05,-3.184901e+01,2.008068e-02
5.315461e-01,2.454462e-05,-3.184905e+01,2.008384e-02
5.315707e-01,2.454452e-05,-3.184909e+01,2.008624e-02
5.315952e-01,2.454442e-05,-3.184913e+01,2.008800e-02
5.316198e-01,2.454432e-05,-3.184917e+01,2.009135e-02
5.316443e-01,2.454422e-05,-3.184920e+01,2.009405e-02
5.316688e-01,2.454412e-05,-3.184924e+01,2.009780e-02
5.316934e-01,2.454402e-05,-3.184927e+01,2.010137e-02
5.317179e-01,2.454392e-05,-3.184930e+01,2.010632e-02
5.317425e-01,2.454382e-05,-3.184933e+01,2.010996e-02
5.317670e-01,2.454371e-05,-3.184935e+01,2.011432e-02
5.317916e-01,2.454361e-05,-3.184937e+01,2.012071e-02
5.318161e-01,2.454351e-05,-3.184938e+01,2.012768e-02
5.318407e-01,2.454341e-05,-3.184939e+01,2.013568e-02
5.318652e-01,2.454331e-05,-3.184939e+01,2.014436e-02
5.318897e-01,2.454320e-05,-3.184939e+01,2.015182e-02
5.319143e-01,2.454310e-05,-3.184940e+01,2.015908e-02
5.319388e-01,2.454300e-05,-3.184939e+01,2.016639e-02
5.319634e-01,2.454290e-05,-3.184938e+01,2.017519e-02
5.319879e-01,2.454280e-05,-3.184937e+01,2.018478e-02
5.320125e-01,2.454269e-05,-3.184936e+01,2.019480e-02
5.320370e-01,2.454259e-05,-3.184934e+01,2.020398e-02
5.320615e-01,2.454249e-05,-3.184932e+01,2.021400e-02
5.320861e-01,2.454239e-05,-3.184930e+01,2.022504e-02
5.321106e-01,2.454228e-05,-3.184929e+01,2.023558e-02
5.321352e-01,2.454218e-05,-3.184927e+01,2.024553e-02
5.321597e-01,2.454208e-05,-3.184925e+01,2.025592e-02
5.321843e-01,2.454198e-05,-3.184923e+01,2.026593e-02
5.322088e-01,2.454187e-05,-3.184920e+01,2.027474e-02
5.322333e-01,2.454177e-05,-3.184918e+01,2.028469e-02
5.322579e-01,2.454167e-05,-3.184916e+01,2.029510e-02
5.322824e-01,2.454156e-05,-3.184914e+01,2.030521e-02
5.323070e-01,2.454146e-05,-3.184912e+01,2.031471e-02
5.323315e-01,2.454136e-05,-3.184910e+01,2.032425e-02
5.323560e-01,2.454125e-05,-3.184907e+01,2.033297e-02
5.323806e-01,2.454115e-05,-3.184904e+01,2.034026e-02
5.324051e-01,2.454105e-05,-3.184901e+01,2.034871e-02
5.324297e-01,2.454094e-05,-3.184897e+01,2.035650e-02
5.324542e-01,2.454084e-05,-3.184893e+01,2.036475e-02
5.324787e-01,2.454074e-05,-3.184889e+01,2.037239e-02
5.325033e-01,2.454063e-05,-3.184884e+01,2.038037e-02
5.325278e-01,2.454053e-05,-3.184880e+01,2.038778e-02
5.325524e-01,2.454042e-05,-3.184876e+01,2.039373e-02
5.325769e-01,2.454032e-05,-3.184872e+01,2.040172e-02
5.326015e-01,2.454022e-05,-3.184868e+01,2.040859e-02
5.326260e-01,2.454011e-05,-3.184864e+01,2.041646e-02
5.326505e-01,2.454001e-05,-3.184861e+01,2.042377e-02
5.326751e-01,2.453990e-05,-3.184858e+01,2.043070e-02
5.326996e-01,2.453980e-05,-3.184855e+01,2.043752e-02
5.327241e-01,2.453969e-05,-3.184852e+01,2.044561e-02
5.327487e-01,2.453959e-05,-3.184849e+01,2.045295e-02
5.327732e-01,2.453948e-05,-3.184846e+01,2.046011e-02
5.327978e-01,2.453938e-05,-3.184842e+01,2.046683e-02
5.328223e-01,2.453927e-05,-3.184839e+01,2.047422e-02
5.328468e-01,2.453917e-05,-3.184836e+01,2.048026e-02
5.328714e-01,2.453906e-05,-3.184834e+01,2.048616e-02
5.328959e-01,2.453896e-05,-3.184832e+01,2.049116e-02
5.329205e-01,2.453885e-05,-3.184831e+01,2.049620e-02
5.329450e-01,2.453875e-05,-3.184831e+01,2.050060e-02
5.329695e-01,2.453864e-05,-3.184831e+01,2.050491e-02
5.329941e-01,2.453854e-05,-3.184831e+01,2.050855e-02
5.330186e-01,2.453843e-05,-3.184830e+01,2.051185e-02
5.330432e-01,2.453833e-05,-3.184829e+01,2.051734e-02
5.330677e-01,2.453822e-05,-3.184829e+01,2.052343e-02
5.330922e-01,2.453812e-05,-3.184828e+01,2.052844e-02
5.331168e-01,2.453801e-05,-3.184827e+01,2.053403e-02
5.331413e-01,2.453790e-05,-3.184826e+01,2.053955e-02
5.331658e-01,2.453780e-05,-3.184826e+01,2.054460e-02
5.331904e-01,2.453769e-05,-3.184825e+01,2.054869e-02
5.332149e-01,2.453759e-05,-3.184825e+01,2.055428e-02
5.332395e-01,2.453748e-05,-3.184825e+01,2.056072e-02
