lambda,dlambda,pe,espring
9.968169e-01,1.087388e-06,-3.162605e+01,3.733790e-02
9.968180e-01,1.087109e-06,-3.162606e+01,3.733158e-02
9.968191e-01,1.086830e-06,-3.162606e+01,3.732471e-02
9.968202e-01,1.086550e-06,-3.162604e+01,3.731754e-02
9.968213e-01,1.086271e-06,-3.162602e+01,3.730890e-02
9.968224e-01,1.085992e-06,-3.162601e+01,3.729930e-02
9.968235e-01,1.085713e-06,-3.162600e+01,3.728972e-02
9.968245e-01,1.085434e-06,-3.162602e+01,3.727866e-02
9.968256e-01,1.085155e-06,-3.162602e+01,3.726849e-02
9.968267e-01,1.084877e-06,-3.162603e+01,3.726008e-02
9.968278e-01,1.084598e-06,-3.162602e+01,3.725046e-02
9.968289e-01,1.084319e-06,-3.162602e+01,3.724132e-02
9.968300e-01,1.084040e-06,-3.162599e+01,3.723316e-02
9.968310e-01,1.083762e-06,-3.162593e+01,3.722644e-02
9.968321e-01,1.083483e-06,-3.162589e+01,3.722175e-02
9.968332e-01,1.083204e-06,-3.162583e+01,3.721792e-02
9.968343e-01,1.082926e-06,-3.162580e+01,3.721439e-02
9.968354e-01,1.082647e-06,-3.162578e+01,3.721038e-02
9.968365e-01,1.082369e-06,-3.162576e+01,3.720660e-02
9.968375e-01,1.082091e-06,-3.162573e+01,3.720277e-02
9.968386e-01,1.081812e-06,-3.162569e+01,3.720033e-02
9.968397e-01,1.081534e-06,-3.162569e+01,3.719660e-02
9.968408e-01,1.081256e-06,-3.162570e+01,3.719071e-02
9.968419e-01,1.080978e-06,-3.162567e+01,3.718490e-02
9.968430e-01,1.080699e-06,-3.162564e+01,3.718008e-02
9.968440e-01,1.080421e-06,-3.162558e+01,3.717463e-02
9.968451e-01,1.080143e-06,-3.162551e+01,3.716975e-02
9.968462e-01,1.079865e-06,-3.162542e+01,3.716524e-02
9.968473e-01,1.079587e-06,-3.162536e+01,3.716099e-02
9.968484e-01,1.079309e-06,-3.162527e+01,3.715584e-02
9.968494e-01,1.079031e-06,-3.162516e+01,3.715338e-02
9.968505e-01,1.078753e-06,-3.162508e+01,3.715206e-02
9.968516e-01,1.078476e-06,-3.162501e+01,3.714828e-02
9.968527e-01,1.078198e-06,-3.162493e+01,3.714476e-02
9.968537e-01,1.077920e-06,-3.162485e+01,3.714249e-02
9.968548e-01,1.077643e-06,-3.162478e+01,3.713940e-02
9.968559e-01,1.077365e-06,-3.162469e+01,3.713623e-02
9.968570e-01,1.077087e-06,-3.162462e+01,3.713231e-02
9.968581e-01,1.076810e-06,-3.162454e+01,3.712587e-02
9.968591e-01,1.076532e-06,-3.162442e+01,3.712067e-02
9.968602e-01,1.076255e-06,-3.162430e+01,3.711829e-02
9.968613e-01,1.075978e-06,-3.162416e+01,3.711532e-02
9.968624e-01,1.075700e-06,-3.162400e+01,3.711417e-02
9.968634e-01,1.075423e-06,-3.162381e+01,3.711359e-02
9.968645e-01,1.075146e-06,-3.162366e+01,3.711568e-02
9.968656e-01,1.074869e-06,-3.162351e+01,3.711661e-02
9.968667e-01,1.074591e-06,-3.162336e+01,3.711683e-02
9.968677e-01,1.074314e-06,-3.162319e+01,3.711726e-02
9.968688e-01,1.074037e-06,-3.162302e+01,3.711725e-02
9.968699e-01,1.073760e-06,-3.162286e+01,3.711820e-02
9.968710e-01,1.073483e-06,-3.162269e+01,3.711834e-02
9.968720e-01,1.073206e-06,-3.162253e+01,3.711771e-02
9.968731e-01,1.072929e-06,-3.162238e+01,3.711857e-02
9.968742e-01,1.072653e-06,-3.162222e+01,3.711949e-02
9.968752e-01,1.072376e-06,-3.162203e+01,3.712124e-02
9.968763e-01,1.072099e-06,-3.162185e+01,3.712324e-02
9.968774e-01,1.071822e-06,-3.162168e+01,3.712409e-02
9.968785e-01,1.071546e-06,-3.162150e+01,3.712700e-02
9.968795e-01,1.071269e-06,-3.162134e+01,3.712831e-02
9.968806e-01,1.070993e-06,-3.162117e+01,3.713059e-02
9.968817e-01,1.070716e-06,-3.162100e+01,3.713319e-02
9.968827e-01,1.070440e-06,-3.162087e+01,3.713621e-02
9.968838e-01,1.070163e-06,-3.162073e+01,3.713828e-02
9.968849e-01,1.069887e-06,-3.162061e+01,3.714072e-02
9.968860e-01,1.069611e-06,-3.162045e+01,3.714202e-02
9.968870e-01,1.069334e-06,-3.162029e+01,3.714449e-02
9.968881e-01,1.069058e-06,-3.162007e+01,3.714687e-02
9.968892e-01,1.068782e-06,-3.161985e+01,3.715288e-02
9.968902e-01,1.068506e-06,-3.161960e+01,3.715861e-02
9.968913e-01,1.068230e-06,-3.161935e+01,3.716489e-02
9.968924e-01,1.067954e-06,-3.161910e+01,3.717102e-02
9.968934e-01,1.067678e-06,-3.161882e+01,3.717809e-02
9.968945e-01,1.067402e-06,-3.161853e+01,3.718752e-02
9.968956e-01,1.067126e-06,-3.161826e+01,3.719718e-02
9.968966e-01,1.066850e-06,-3.161799e+01,3.720592e-02
9.968977e-01,1.066574e-06,-3.161773e+01,3.721394e-02
9.968988e-01,1.066298e-06,-3.161749e+01,3.722216e-02
9.968998e-01,1.066023e-06,-3.161725e+01,3.723319e-02
9.969009e-01,1.065747e-06,-3.161699e+01,3.724472e-02
9.969020e-01,1.065471e-06,-3.161674e+01,3.725742e-02
9.969030e-01,1.065196e-06,-3.161650e+01,3.727081e-02
9.969041e-01,1.064920e-06,-3.161626e+01,3.728427e-02
9.969052e-01,1.064645e-06,-3.161601e+01,3.729675e-02
9.969062e-01,1.064369e-06,-3.161578e+01,3.730923e-02
9.969073e-01,1.064094e-06,-3.161557e+01,3.731951e-02
9.969084e-01,1.063819e-06,-3.161534e+01,3.732813e-02
9.969094e-01,1.063543e-06,-3.161505e+01,3.733785e-02
9.969105e-01,1.063268e-06,-3.161474e+01,3.735106e-02
9.969115e-01,1.062993e-06,-3.161444e+01,3.736591e-02
9.969126e-01,1.062718e-06,-3.161415e+01,3.738170e-02
9.969137e-01,1.062442e-06,-3.161385e+01,3.739760e-02
9.969147e-01,1.062167e-06,-3.161354e+01,3.741241e-02
9.969158e-01,1.061892e-06,-3.161324e+01,3.742867e-02
9.969169e-01,1.061617e-06,-3.161296e+01,3.744432e-02
9.969179e-01,1.061342e-06,-3.161265e+01,3.745738e-02
9.969190e-01,1.061068e-06,-3.161233e+01,3.747225e-02
9.969200e-01,1.060793e-06,-3.161198e+01,3.748729e-02
9.969211e-01,1.060518e-06,-3.161160e+01,3.750296e-02
9.969222e-01,1.060243e-06,-3.161123e+01,3.751828e-02
9.969232e-01,1.059968e-06,-3.161085e+01,3.753247e-02
9.969243e-01,1.059694e-06,-3.161045e+01,3.754473e-02
9.969253e-01,1.059419e-06,-3.161005e+01,3.755890e-02
9.969264e-01,1.059145e-06,-3.160963e+01,3.757226e-02
9.969275e-01,1.058870e-06,-3.160919e+01,3.758916e-02
9.969285e-01,1.058596e-06,-3.160877e+01,3.760600e-02
9.969296e-01,1.058321e-06,-3.160836e+01,3.762193e-02
9.969306e-01,1.058047e-06,-3.160794e+01,3.763809e-02
9.969317e-01,1.057772e-06,-3.160754e+01,3.765610e-02
9.969328e-01,1.057498e-06,-3.160711e+01,3.767443e-02
9.969338e-01,1.057224e-06,-3.160669e+01,3.769290e-02
9.969349e-01,1.056950e-06,-3.160626e+01,3.771035e-02
9.969359e-01,1.056675e-06,-3.160586e+01,3.772849e-02
9.969370e-01,1.056401e-06,-3.160547e+01,3.774456e-02
9.969380e-01,1.056127e-06,-3.160509e+01,3.776038e-02
9.969391e-01,1.055853e-06,-3.160470e+01,3.777576e-02
9.969402e-01,1.055579e-06,-3.160432e+01,3.779246e-02
9.969412e-01,1.055305e-06,-3.160395e+01,3.781030e-02
9.969423e-01,1.055031e-06,-3.160358e+01,3.782757e-02
9.969433e-01,1.054758e-06,-3.160321e+01,3.784384e-02
9.969444e-01,1.054484e-06,-3.160288e+01,3.785779e-02
9.969454e-01,1.054210e-06,-3.160258e+01,3.787097e-02
9.969465e-01,1.053936e-06,-3.160228e+01,3.788308e-02
9.969475e-01,1.053663e-06,-3.160198e+01,3.789579e-02
9.969486e-01,1.053389e-06,-3.160168e+01,3.790733e-02
9.969496e-01,1.053116e-06,-3.160139e+01,3.791809e-02
9.969507e-01,1.052842e-06,-3.160110e+01,3.792713e-02
9.969517e-01,1.052569e-06,-3.160080e+01,3.793748e-02
9.969528e-01,1.052295e-06,-3.160051e+01,3.794719e-02
9.969538e-01,1.052022e-06,-3.160020e+01,3.795573e-02
9.969549e-01,1.051748e-06,-3.159990e+01,3.796388e-02
9.969560e-01,1.051475e-06,-3.159957e+01,3.797080e-02
9.969570e-01,1.051202e-06,-3.159924e+01,3.798030e-02
9.969581e-01,1.050929e-06,-3.159893e+01,3.799090e-02
9.969591e-01,1.050656e-06,-3.159867e+01,3.800101e-02
9.969602e-01,1.050382e-06,-3.159836e+01,3.800836e-02
9.969612e-01,1.050109e-06,-3.159803e+01,3.801961e-02
9.969623e-01,1.049836e-06,-3.159772e+01,3.803198e-02
9.969633e-01,1.049563e-06,-3.159741e+01,3.804471e-02
9.969644e-01,1.049290e-06,-3.159710e+01,3.805852e-02
9.969654e-01,1.049018e-06,-3.159679e+01,3.807190e-02
9.969665e-01,1.048745e-06,-3.159650e+01,3.808594e-02
9.969675e-01,1.048472e-06,-3.159623e+01,3.809939e-02
9.969686e-01,1.048199e-06,-3.159596e+01,3.811118e-02
9.969696e-01,1.047927e-06,-3.159572e+01,3.812344e-02
9.969706e-01,1.047654e-06,-3.159546e+01,3.813514e-02
9.969717e-01,1.047381e-06,-3.159522e+01,3.814805e-02
9.969727e-01,1.047109e-06,-3.159498e+01,3.815860e-02
9.969738e-01,1.046836e-06,-3.159475e+01,3.816999e-02
9.969748e-01,1.046564e-06,-3.159452e+01,3.818020e-02
9.969759e-01,1.046291e-06,-3.159429e+01,3.819096e-02
9.969769e-01,1.046019e-06,-3.159408e+01,3.820097e-02
9.969780e-01,1.045747e-06,-3.159387e+01,3.820907e-02
9.969790e-01,1.045474e-06,-3.159370e+01,3.821733e-02
9.969801e-01,1.045202e-06,-3.159353e+01,3.822283e-02
9.969811e-01,1.044930e-06,-3.159336e+01,3.822762e-02
9.969822e-01,1.044658e-06,-3.159322e+01,3.823262e-02
9.969832e-01,1.044386e-06,-3.159305e+01,3.823637e-02
9.969842e-01,1.044114e-06,-3.159288e+01,3.824003e-02
9.969853e-01,1.043842e-06,-3.159272e+01,3.824462e-02
9.969863e-01,1.043570e-06,-3.159255e+01,3.824764e-02
9.969874e-01,1.043298e-06,-3.159239e+01,3.825156e-02
9.969884e-01,1.043026e-06,-3.159220e+01,3.825370e-02
9.969895e-01,1.042754e-06,-3.159200e+01,3.825572e-02
9.969905e-01,1.042482e-06,-3.159179e+01,3.826041e-02
9.969915e-01,1.042211e-06,-3.159159e+01,3.826593e-02
9.969926e-01,1.041939e-06,-3.159139e+01,3.827134e-02
9.969936e-01,1.041667e-06,-3.159121e+01,3.827538e-02
9.969947e-01,1.041396e-06,-3.159104e+01,3.827868e-02
9.969957e-01,1.041124e-06,-3.159087e+01,3.828208e-02
9.969968e-01,1.040853e-06,-3.159070e+01,3.828522e-02
9.969978e-01,1.040581e-06,-3.159055e+01,3.828813e-02
9.969988e-01,1.040310e-06,-3.159043e+01,3.829076e-02
9.969999e-01,1.040038e-06,-3.159030e+01,3.829191e-02
9.970009e-01,1.039767e-06,-3.159017e+01,3.829159e-02
9.970020e-01,1.039496e-06,-3.159007e+01,3.829250e-02
9.970030e-01,1.039225e-06,-3.158997e+01,3.829219e-02
9.970040e-01,1.038953e-06,-3.158992e+01,3.829244e-02
9.970051e-01,1.038682e-06,-3.158988e+01,3.829056e-02
9.970061e-01,1.038411e-06,-3.158986e+01,3.828865e-02
9.970071e-01,1.038140e-06,-3.158981e+01,3.828609e-02
9.970082e-01,1.037869e-06,-3.158979e+01,3.828554e-02
9.970092e-01,1.037598e-06,-3.158978e+01,3.828388e-02
9.970103e-01,1.037327e-06,-3.158978e+01,3.828181e-02
9.970113e-01,1.037056e-06,-3.158975e+01,3.828152e-02
9.970123e-01,1.036786e-06,-3.158968e+01,3.828301e-02
9.970134e-01,1.036515e-06,-3.158964e+01,3.828724e-02
9.970144e-01,1.036244e-06,-3.158960e+01,3.829188e-02
9.970154e-01,1.035973e-06,-3.158953e+01,3.829598e-02
9.970165e-01,1.035703e-06,-3.158948e+01,3.830031e-02
9.970175e-01,1.035432e-06,-3.158947e+01,3.830469e-02
9.970186e-01,1.035162e-06,-3.158945e+01,3.830767e-02
9.970196e-01,1.034891e-06,-3.158943e+01,3.830994e-02
9.970206e-01,1.034621e-06,-3.158943e+01,3.831197e-02
9.970217e-01,1.034350e-06,-3.158944e+01,3.831256e-02
9.970227e-01,1.034080e-06,-3.158944e+01,3.831291e-02
9.970237e-01,1.033810e-06,-3.158940e+01,3.831330e-02
9.970248e-01,1.033539e-06,-3.158937e+01,3.831601e-02
9.970258e-01,1.033269e-06,-3.158931e+01,3.831862e-02
9.970268e-01,1.032999e-06,-3.158927e+01,3.832177e-02
9.970279e-01,1.032729e-06,-3.158920e+01,3.832566e-02
9.970289e-01,1.032459e-06,-3.158914e+01,3.833107e-02
9.970299e-01,1.032189e-06,-3.158906e+01,3.833678e-02
9.970310e-01,1.031919e-06,-3.158898e+01,3.834416e-02
9.970320e-01,1.031649e-06,-3.158890e+01,3.835131e-02
9.970330e-01,1.031379e-06,-3.158886e+01,3.835806e-02
9.970340e-01,1.031109e-06,-3.158880e+01,3.836342e-02
9.970351e-01,1.030839e-06,-3.158877e+01,3.836821e-02
9.970361e-01,1.030570e-06,-3.158872e+01,3.837354e-02
9.970371e-01,1.030300e-06,-3.158869e+01,3.837922e-02
9.970382e-01,1.030030e-06,-3.158871e+01,3.838216e-02
9.970392e-01,1.029761e-06,-3.158874e+01,3.838248e-02
9.970402e-01,1.029491e-06,-3.158879e+01,3.838342e-02
9.970413e-01,1.029221e-06,-3.158883e+01,3.838461e-02
9.970423e-01,1.028952e-06,-3.158886e+01,3.838688e-02
9.970433e-01,1.028682e-06,-3.158886e+01,3.839043e-02
9.970443e-01,1.028413e-06,-3.158884e+01,3.839357e-02
9.970454e-01,1.028144e-06,-3.158882e+01,3.839819e-02
9.970464e-01,1.027874e-06,-3.158879e+01,3.840413e-02
9.970474e-01,1.027605e-06,-3.158876e+01,3.841037e-02
9.970485e-01,1.027336e-06,-3.158872e+01,3.841728e-02
9.970495e-01,1.027067e-06,-3.158871e+01,3.842441e-02
9.970505e-01,1.026798e-06,-3.158869e+01,3.843174e-02
9.970515e-01,1.026529e-06,-3.158868e+01,3.843998e-02
9.970526e-01,1.026260e-06,-3.158865e+01,3.844727e-02
9.970536e-01,1.025991e-06,-3.158865e+01,3.845477e-02
9.970546e-01,1.025722e-06,-3.158866e+01,3.846093e-02
9.970556e-01,1.025453e-06,-3.158867e+01,3.846616e-02
9.970567e-01,1.025184e-06,-3.158866e+01,3.847145e-02
9.970577e-01,1.024915e-06,-3.158866e+01,3.847511e-02
9.970587e-01,1.024646e-06,-3.158863e+01,3.847810e-02
9.970597e-01,1.024378e-06,-3.158858e+01,3.848145e-02
9.970608e-01,1.024109e-06,-3.158851e+01,3.848460e-02
9.970618e-01,1.023840e-06,-3.158848e+01,3.848798e-02
9.970628e-01,1.023572e-06,-3.158842e+01,3.848945e-02
9.970638e-01,1.023303e-06,-3.158834e+01,3.849092e-02
9.970649e-01,1.023035e-06,-3.158827e+01,3.849283e-02
9.970659e-01,1.022766e-06,-3.158821e+01,3.849563e-02
9.970669e-01,1.022498e-06,-3.158819e+01,3.849608e-02
9.970679e-01,1.022230e-06,-3.158814e+01,3.849490e-02
9.970690e-01,1.021961e-06,-3.158808e+01,3.849398e-02
9.970700e-01,1.021693e-06,-3.158803e+01,3.849299e-02
9.970710e-01,1.021425e-06,-3.158795e+01,3.849157e-02
9.970720e-01,1.021157e-06,-3.158790e+01,3.849140e-02
9.970730e-01,1.020888e-06,-3.158786e+01,3.848883e-02
9.970741e-01,1.020620e-06,-3.158784e+01,3.848393e-02
9.970751e-01,1.020352e-06,-3.158783e+01,3.847940e-02
9.970761e-01,1.020084e-06,-3.158782e+01,3.847549e-02
9.970771e-01,1.019816e-06,-3.158776e+01,3.847037e-02
9.970781e-01,1.019549e-06,-3.158772e+01,3.846749e-02
9.970792e-01,1.019281e-06,-3.158766e+01,3.846295e-02
9.970802e-01,1.019013e-06,-3.158758e+01,3.845894e-02
9.970812e-01,1.018745e-06,-3.158750e+01,3.845661e-02
9.970822e-01,1.018477e-06,-3.158744e+01,3.845583e-02
9.970832e-01,1.018210e-06,-3.158737e+01,3.845435e-02
9.970842e-01,1.017942e-06,-3.158730e+01,3.845254e-02
9.970853e-01,1.017675e-06,-3.158727e+01,3.844982e-02
9.970863e-01,1.017407e-06,-3.158723e+01,3.844596e-02
9.970873e-01,1.017140e-06,-3.158718e+01,3.844345e-02
9.970883e-01,1.016872e-06,-3.158715e+01,3.844210e-02
9.970893e-01,1.016605e-06,-3.158710e+01,3.844077e-02
9.970904e-01,1.016337e-06,-3.158706e+01,3.844171e-02
9.970914e-01,1.016070e-06,-3.158703e+01,3.844320e-02
9.970924e-01,1.015803e-06,-3.158698e+01,3.844378e-02
9.970934e-01,1.015536e-06,-3.158694e+01,3.844588e-02
9.970944e-01,1.015268e-06,-3.158694e+01,3.844856e-02
9.970954e-01,1.015001e-06,-3.158692e+01,3.844919e-02
9.970964e-01,1.014734e-06,-3.158692e+01,3.844935e-02
9.970975e-01,1.014467e-06,-3.158689e+01,3.844667e-02
9.970985e-01,1.014200e-06,-3.158689e+01,3.844692e-02
9.970995e-01,1.013933e-06,-3.158693e+01,3.844614e-02
9.971005e-01,1.013666e-06,-3.158698e+01,3.844276e-02
9.971015e-01,1.013400e-06,-3.158704e+01,3.844111e-02
9.971025e-01,1.013133e-06,-3.158709e+01,3.843783e-02
9.971035e-01,1.012866e-06,-3.158715e+01,3.843395e-02
9.971046e-01,1.012599e-06,-3.158726e+01,3.843002e-02
9.971056e-01,1.012333e-06,-3.158733e+01,3.842512e-02
9.971066e-01,1.012066e-06,-3.158739e+01,3.842287e-02
9.971076e-01,1.011799e-06,-3.158748e+01,3.842195e-02
9.971086e-01,1.011533e-06,-3.158759e+01,3.842063e-02
9.971096e-01,1.011266e-06,-3.158768e+01,3.842030e-02
9.971106e-01,1.011000e-06,-3.158782e+01,3.841976e-02
9.971116e-01,1.010734e-06,-3.158796e+01,3.841760e-02
9.971126e-01,1.010467e-06,-3.158809e+01,3.841511e-02
9.971137e-01,1.010201e-06,-3.158822e+01,3.841247e-02
9.971147e-01,1.009935e-06,-3.158841e+01,3.840934e-02
9.971157e-01,1.009668e-06,-3.158858e+01,3.840586e-02
9.971167e-01,1.009402e-06,-3.158873e+01,3.840243e-02
9.971177e-01,1.009136e-06,-3.158886e+01,3.839968e-02
9.971187e-01,1.008870e-06,-3.158901e+01,3.839687e-02
9.971197e-01,1.008604e-06,-3.158915e+01,3.839554e-02
9.971207e-01,1.008338e-06,-3.158932e+01,3.839334e-02
9.971217e-01,1.008072e-06,-3.158950e+01,3.838750e-02
9.971227e-01,1.007806e-06,-3.158968e+01,3.838158e-02
9.971237e-01,1.007540e-06,-3.158990e+01,3.837705e-02
9.971248e-01,1.007275e-06,-3.159011e+01,3.837142e-02
9.971258e-01,1.007009e-06,-3.159032e+01,3.836820e-02
9.971268e-01,1.006743e-06,-3.159051e+01,3.836148e-02
9.971278e-01,1.006477e-06,-3.159070e+01,3.835633e-02
9.971288e-01,1.006212e-06,-3.159090e+01,3.835083e-02
9.971298e-01,1.005946e-06,-3.159113e+01,3.834458e-02
9.971308e-01,1.005681e-06,-3.159136e+01,3.833802e-02
9.971318e-01,1.005415e-06,-3.159159e+01,3.833264e-02
9.971328e-01,1.005150e-06,-3.159181e+01,3.832647e-02
9.971338e-01,1.004884e-06,-3.159202e+01,3.832013e-02
9.971348e-01,1.004619e-06,-3.159222e+01,3.831374e-02
9.971358e-01,1.004354e-06,-3.159243e+01,3.830751e-02
9.971368e-01,1.004089e-06,-3.159263e+01,3.830067e-02
9.971378e-01,1.003823e-06,-3.159284e+01,3.829410e-02
9.971388e-01,1.003558e-06,-3.159307e+01,3.828792e-02
9.971398e-01,1.003293e-06,-3.159332e+01,3.828069e-02
9.971408e-01,1.003028e-06,-3.159356e+01,3.827099e-02
9.971418e-01,1.002763e-06,-3.159382e+01,3.826385e-02
9.971428e-01,1.002498e-06,-3.159409e+01,3.825671e-02
9.971438e-01,1.002233e-06,-3.159438e+01,3.824879e-02
9.971448e-01,1.001968e-06,-3.159466e+01,3.824125e-02
9.971458e-01,1.001703e-06,-3.159491e+01,3.823416e-02
9.971468e-01,1.001438e-06,-3.159516e+01,3.822644e-02
9.971479e-01,1.001174e-06,-3.159538e+01,3.821851e-02
9.971489e-01,1.000909e-06,-3.159562e+01,3.821207e-02
9.971499e-01,1.000644e-06,-3.159585e+01,3.820384e-02
9.971509e-01,1.000380e-06,-3.159607e+01,3.819554e-02
9.971519e-01,1.000115e-06,-3.159630e+01,3.818808e-02
9.971529e-01,9.998506e-07,-3.159651e+01,3.818051e-02
9.971539e-01,9.995861e-07,-3.159671e+01,3.817407e-02
9.971549e-01,9.993217e-07,-3.159690e+01,3.816727e-02
9.971559e-01,9.990573e-07,-3.159709e+01,3.815941e-02
9.971569e-01,9.987930e-07,-3.159729e+01,3.815120e-02
9.971578e-01,9.985286e-07,-3.159748e+01,3.814152e-02
9.971588e-01,9.982644e-07,-3.159768e+01,3.813241e-02
9.971598e-01,9.980002e-07,-3.159787e+01,3.812283e-02
9.971608e-01,9.977360e-07,-3.159809e+01,3.811179e-02
9.971618e-01,9.974719e-07,-3.159830e+01,3.810086e-02
9.971628e-01,9.972078e-07,-3.159854e+01,3.808928e-02
9.971638e-01,9.969438e-07,-3.159877e+01,3.807691e-02
9.971648e-01,9.966798e-07,-3.159905e+01,3.806167e-02
9.971658e-01,9.964159e-07,-3.159934e+01,3.804372e-02
9.971668e-01,9.961520e-07,-3.159964e+01,3.802488e-02
9.971678e-01,9.958881e-07,-3.159991e+01,3.800552e-02
9.971688e-01,9.956243e-07,-3.160020e+01,3.798708e-02
9.971698e-01,9.953605e-07,-3.160051e+01,3.796772e-02
9.971708e-01,9.950968e-07,-3.160082e+01,3.794588e-02
9.971718e-01,9.948332e-07,-3.160116e+01,3.792277e-02
9.971728e-01,9.945695e-07,-3.160152e+01,3.789801e-02
9.971738e-01,9.943060e-07,-3.160187e+01,3.787399e-02
9.971748e-01,9.940424e-07,-3.160221e+01,3.785225e-02
9.971758e-01,9.937789e-07,-3.160254e+01,3.783089e-02
9.971768e-01,9.935155e-07,-3.160284e+01,3.781202e-02
9.971778e-01,9.932521e-07,-3.160311e+01,3.779455e-02
9.971788e-01,9.929887e-07,-3.160340e+01,3.777813e-02
9.971798e-01,9.927254e-07,-3.160367e+01,3.776118e-02
9.971807e-01,9.924622e-07,-3.160392e+01,3.774349e-02
9.971817e-01,9.921990e-07,-3.160419e+01,3.772574e-02
9.971827e-01,9.919358e-07,-3.160444e+01,3.770787e-02
9.971837e-01,9.916727e-07,-3.160469e+01,3.769108e-02
9.971847e-01,9.914096e-07,-3.160493e+01,3.767633e-02
9.971857e-01,9.911466e-07,-3.160520e+01,3.766151e-02
9.971867e-01,9.908836e-07,-3.160545e+01,3.764603e-02
9.971877e-01,9.906206e-07,-3.160572e+01,3.763166e-02
9.971887e-01,9.903577e-07,-3.160600e+01,3.761599e-02
9.971897e-01,9.900949e-07,-3.160630e+01,3.759967e-02
9.971907e-01,9.898321e-07,-3.160659e+01,3.758364e-02
9.971916e-01,9.895693e-07,-3.160688e+01,3.756743e-02
9.971926e-01,9.893066e-07,-3.160717e+01,3.755271e-02
9.971936e-01,9.890439e-07,-3.160746e+01,3.753846e-02
9.971946e-01,9.887813e-07,-3.160773e+01,3.752460e-02
9.971956e-01,9.885187e-07,-3.160801e+01,3.751244e-02
9.971966e-01,9.882562e-07,-3.160828e+01,3.749902e-02
9.971976e-01,9.879937e-07,-3.160854e+01,3.748420e-02
9.971986e-01,9.877312e-07,-3.160879e+01,3.747079e-02
9.971996e-01,9.874688e-07,-3.160901e+01,3.745917e-02
9.972005e-01,9.872065e-07,-3.160923e+01,3.744971e-02
9.972015e-01,9.869442e-07,-3.160945e+01,3.744083e-02
9.972025e-01,9.866819e-07,-3.160967e+01,3.743044e-02
9.972035e-01,9.864197e-07,-3.160989e+01,3.741969e-02
9.972045e-01,9.861575e-07,-3.161008e+01,3.740758e-02
9.972055e-01,9.858954e-07,-3.161027e+01,3.739684e-02
9.972065e-01,9.856333e-07,-3.161048e+01,3.738544e-02
9.972074e-01,9.853712e-07,-3.161068e+01,3.737316e-02
9.972084e-01,9.851092e-07,-3.161084e+01,3.736216e-02
9.972094e-01,9.848473e-07,-3.161097e+01,3.735211e-02
9.972104e-01,9.845854e-07,-3.161108e+01,3.734483e-02
9.972114e-01,9.843235e-07,-3.161117e+01,3.733764e-02
9.972124e-01,9.840617e-07,-3.161125e+01,3.733123e-02
9.972134e-01,9.838000e-07,-3.161133e+01,3.732603e-02
9.972143e-01,9.835382e-07,-3.161137e+01,3.731952e-02
9.972153e-01,9.832766e-07,-3.161139e+01,3.731389e-02
9.972163e-01,9.830149e-07,-3.161141e+01,3.730992e-02
9.972173e-01,9.827533e-07,-3.161144e+01,3.730571e-02
9.972183e-01,9.824918e-07,-3.161144e+01,3.729940e-02
9.972193e-01,9.822303e-07,-3.161144e+01,3.729339e-02
9.972202e-01,9.819688e-07,-3.161139e+01,3.728788e-02
9.972212e-01,9.817074e-07,-3.161136e+01,3.728573e-02
9.972222e-01,9.814461e-07,-3.161134e+01,3.728494e-02
9.972232e-01,9.811848e-07,-3.161132e+01,3.728454e-02
9.972242e-01,9.809235e-07,-3.161129e+01,3.728453e-02
9.972251e-01,9.806623e-07,-3.161124e+01,3.728465e-02
9.972261e-01,9.804011e-07,-3.161118e+01,3.728571e-02
9.972271e-01,9.801399e-07,-3.161113e+01,3.728842e-02
9.972281e-01,9.798788e-07,-3.161113e+01,3.729174e-02
9.972291e-01,9.796178e-07,-3.161111e+01,3.729415e-02
9.972300e-01,9.793568e-07,-3.161113e+01,3.729842e-02
9.972310e-01,9.790958e-07,-3.161112e+01,3.730077e-02
9.972320e-01,9.788349e-07,-3.161111e+01,3.730375e-02
9.972330e-01,9.785741e-07,-3.161113e+01,3.730704e-02
9.972340e-01,9.783133e-07,-3.161116e+01,3.730895e-02
9.972349e-01,9.780525e-07,-3.161118e+01,3.731052e-02
9.972359e-01,9.777917e-07,-3.161118e+01,3.731271e-02
9.972369e-01,9.775311e-07,-3.161114e+01,3.731598e-02
9.972379e-01,9.772704e-07,-3.161109e+01,3.731971e-02
9.972388e-01,9.770098e-07,-3.161103e+01,3.732349e-02
9.972398e-01,9.767493e-07,-3.161098e+01,3.732744e-02
9.972408e-01,9.764888e-07,-3.161088e+01,3.733121e-02
9.972418e-01,9.762283e-07,-3.161077e+01,3.733656e-02
9.972428e-01,9.759679e-07,-3.161067e+01,3.734300e-02
9.972437e-01,9.757075e-07,-3.161058e+01,3.734991e-02
9.972447e-01,9.754472e-07,-3.161048e+01,3.735574e-02
9.972457e-01,9.751869e-07,-3.161035e+01,3.736185e-02
9.972467e-01,9.749267e-07,-3.161022e+01,3.736988e-02
9.972476e-01,9.746665e-07,-3.161010e+01,3.737799e-02
9.972486e-01,9.744064e-07,-3.160998e+01,3.738583e-02
9.972496e-01,9.741463e-07,-3.160984e+01,3.739638e-02
9.972505e-01,9.738862e-07,-3.160969e+01,3.740654e-02
9.972515e-01,9.736262e-07,-3.160953e+01,3.741865e-02
